origin,tipo,adr
Portugal,work,136.85
Portugal,work,75.0
International,work,130.5
International,work,131.4
International,work,189.5
International,work,181.7
International,work,189.9
Portugal,work+rest,82.45
Portugal,work+rest,72.25
International,work+rest,120.7
International,work+rest,139.0
International,work+rest,99.45
International,work+rest,80.75
International,work+rest,97.75
Portugal,work+rest,96.0
Portugal,work+rest,139.2
Portugal,work+rest,96.0
Portugal,work+rest,96.0
Portugal,work+rest,96.0
International,work+rest,96.0
Portugal,work+rest,73.0
International,work+rest,76.3
Portugal,work+rest,96.0
Portugal,work+rest,96.0
Portugal,work+rest,96.0
Portugal,work+rest,96.0
Portugal,work+rest,96.0
International,package,149.4
International,weekend,156.93
International,work+rest,98.83
International,weekend,146.7
International,work+rest,147.9
International,work+rest,114.3
International,work+rest,75.0
International,package,128.44
International,package,110.44
International,work+rest,85.5
International,work+rest,85.5
International,work+rest,138.55
International,work+rest,78.2
International,work+rest,80.75
Portugal,weekend,15.0
International,weekend,85.5
International,weekend,85.5
International,work+rest,107.95
International,work+rest,144.67
Portugal,work+rest,114.3
International,work+rest,100.63
International,work+rest,107.95
Portugal,work+rest,92.94
Portugal,work+rest,92.94
Portugal,work+rest,137.13
Portugal,work+rest,92.94
Portugal,work+rest,135.9
International,work+rest,80.75
International,work+rest,135.67
International,work+rest,115.5
International,weekend,105.3
International,weekend,146.7
International,work,137.7
International,work+rest,306.0
International,work+rest,94.11
International,work+rest,72.25
Portugal,work+rest,114.3
International,work+rest,102.25
International,work+rest,72.25
Portugal,work+rest,160.0
International,work+rest,85.5
International,work+rest,85.5
Portugal,work+rest,107.95
Portugal,work+rest,107.95
International,work+rest,107.95
Portugal,work+rest,73.0
International,work+rest,160.0
Portugal,work+rest,138.55
Portugal,work+rest,148.86
International,rest,102.25
Portugal,work+rest,85.0
International,work+rest,96.9
Portugal,weekend,139.0
Portugal,work+rest,114.3
International,work+rest,147.67
Portugal,work+rest,103.5
International,work+rest,99.45
International,weekend,146.7
Portugal,work+rest,82.45
Portugal,work+rest,82.45
International,weekend,154.0
International,weekend,103.18
Portugal,work+rest,103.5
International,work+rest,146.7
International,weekend,114.3
International,work+rest,81.25
Portugal,weekend,136.0
Portugal,work+rest,177.9
International,work+rest,114.3
Portugal,weekend,151.0
Portugal,weekend,145.0
International,work+rest,103.5
International,work+rest,108.04
International,work+rest,143.45
International,work+rest,90.95
International,weekend,103.5
International,weekend,103.5
International,work+rest,93.58
International,work+rest,83.58
International,work+rest,109.5
International,work+rest,97.75
International,work+rest,127.8
International,weekend,134.0
International,weekend,144.9
International,work+rest,120.7
International,weekend,88.01
International,work+rest,122.04
Portugal,work+rest,114.3
International,work+rest,131.7
International,work+rest,184.5
International,work+rest,130.5
International,work+rest,72.25
Portugal,work+rest,72.25
Portugal,work+rest,135.9
Portugal,package,82.45
International,weekend,72.25
Portugal,work+rest,115.5
International,weekend,169.0
International,work+rest,105.21
Portugal,work+rest,118.46
International,work+rest,85.0
Portugal,weekend,87.82
International,work+rest,265.0
International,weekend,96.3
International,weekend,114.3
International,work+rest,78.57
International,work+rest,78.57
International,work+rest,72.25
International,weekend,177.0
International,work+rest,96.05
International,work+rest,126.0
International,work+rest,78.88
International,work,105.0
International,work+rest,146.96
International,work,105.3
International,work+rest,112.95
Portugal,work,65.0
Portugal,work,67.0
Portugal,work+rest,105.83
Portugal,work+rest,105.83
International,work+rest,82.19
Portugal,work,177.3
International,work,139.0
International,work,79.0
International,work,151.0
International,work,79.0
International,work,79.0
International,work,110.0
International,work+rest,136.85
Portugal,work+rest,96.9
International,work+rest,154.35
International,work+rest,139.0
International,work+rest,72.42
International,work,151.0
International,work+rest,99.0
International,work+rest,168.3
International,rest,116.38
International,work+rest,166.0
Portugal,work+rest,100.5
International,work+rest,145.0
International,work+rest,145.0
International,work+rest,118.15
International,work+rest,79.0
International,weekend,95.0
International,work+rest,79.0
International,work+rest,79.0
International,work,95.0
International,work+rest,109.0
International,work+rest,225.9
Portugal,work+rest,99.0
Portugal,work+rest,119.0
International,work+rest,119.0
International,work+rest,169.0
Portugal,work+rest,135.9
International,work+rest,72.25
International,work+rest,105.83
International,rest,80.75
Portugal,rest,128.8
International,work+rest,168.3
International,work+rest,85.7
Portugal,work+rest,145.35
International,work+rest,96.9
Portugal,work,171.9
International,work+rest,85.0
International,work+rest,111.3
International,work+rest,139.0
International,work+rest,72.25
International,work+rest,124.8
International,work+rest,116.05
International,work+rest,161.82
International,work+rest,130.5
International,work+rest,135.9
International,work+rest,139.0
International,work+rest,187.0
International,work+rest,108.34
International,work+rest,136.5
Portugal,work+rest,134.3
International,work,137.7
Portugal,work+rest,118.15
Portugal,work+rest,143.0
Portugal,work+rest,109.8
International,work+rest,93.5
International,work+rest,96.9
International,work+rest,187.0
International,work,137.7
International,work+rest,125.1
International,work+rest,142.2
International,work,139.5
International,work,173.5
International,work,147.3
Portugal,work,121.5
International,work,121.5
International,work,121.5
International,work+rest,146.1
Portugal,work,81.08
Portugal,work,106.03
International,work+rest,81.25
Portugal,work+rest,84.58
International,work,63.75
Portugal,work+rest,82.45
International,work,94.5
Portugal,work,137.7
Portugal,work+rest,140.0
Portugal,work+rest,69.38
International,work+rest,142.2
International,work,94.5
International,work+rest,97.43
International,work+rest,144.13
International,work+rest,99.0
Portugal,work,105.3
International,work+rest,72.25
International,work+rest,108.3
International,work+rest,169.0
International,work,144.9
International,work+rest,116.45
International,work+rest,217.6
International,work+rest,142.2
International,work+rest,110.46
International,work+rest,151.0
International,work,149.4
International,work+rest,72.25
International,work,210.0
Portugal,work+rest,134.3
Portugal,work+rest,143.1
International,work+rest,195.25
Portugal,work+rest,97.42
International,work+rest,116.32
International,work+rest,183.73
International,work,107.0
International,work,146.7
International,work,137.7
International,work,137.7
International,work,121.5
Portugal,work,140.0
Portugal,work,106.03
Portugal,work,67.0
Portugal,weekend,67.0
Portugal,work,67.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,weekend,87.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,weekend,77.0
Portugal,weekend,65.0
Portugal,weekend,67.0
Portugal,work,118.15
Portugal,work,67.0
Portugal,work,67.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,work+rest,67.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,weekend,67.0
Portugal,work,105.3
International,work+rest,101.58
International,work,116.27
Portugal,work,94.5
Portugal,work+rest,98.6
International,work,151.0
International,work,121.5
International,work+rest,122.4
Portugal,work,72.25
Portugal,work+rest,146.0
Portugal,work+rest,107.55
Portugal,work+rest,139.95
International,work,146.7
Portugal,work,75.0
International,work,137.7
Portugal,work,150.0
International,work,72.25
International,work,96.3
International,work,173.7
International,work+rest,102.25
Portugal,work+rest,81.26
International,work+rest,110.58
International,work+rest,164.48
International,work+rest,139.6
Portugal,work+rest,118.15
International,work+rest,72.25
Portugal,work+rest,141.75
International,work+rest,70.78
Portugal,work+rest,141.75
Portugal,work,105.3
Portugal,work,137.7
International,work+rest,229.0
International,work+rest,107.55
Portugal,work,137.7
Portugal,work,137.7
International,work,137.7
Portugal,work,121.5
Portugal,work,105.3
Portugal,work,121.5
Portugal,work+rest,81.26
International,work,176.7
International,work+rest,109.23
International,work+rest,65.49
International,work+rest,65.49
International,work,148.5
International,work,176.8
International,work+rest,72.25
Portugal,work+rest,96.9
International,work,231.0
International,work,84.0
International,work+rest,156.0
International,work,125.1
International,work+rest,139.5
International,work+rest,101.15
International,work,99.45
International,work,114.3
International,work,89.25
Portugal,work,137.7
International,work,94.5
International,work,102.25
Portugal,work,103.5
International,work,94.5
International,work,131.15
International,work,182.7
Portugal,work,231.0
International,work,160.0
International,work,189.0
International,work,137.7
International,work,97.75
International,work,121.5
International,work+rest,181.16
Portugal,work,139.5
International,work,121.5
International,work,121.5
International,work,105.3
International,work,105.3
International,work,137.7
International,work,94.5
International,work,103.5
International,work+rest,184.33
International,work+rest,109.16
International,work,89.85
International,work,121.5
International,work,138.25
International,work,105.3
International,work,168.3
International,work,121.5
Portugal,work+rest,141.56
International,work,151.0
International,work,121.5
International,work,94.5
International,rest,72.25
International,rest,72.25
International,rest,72.25
International,work,168.3
International,work,166.0
Portugal,work,99.9
International,work,166.0
International,rest,99.0
Portugal,work,105.25
Portugal,work,100.75
Portugal,work,166.0
International,work,91.89
International,work,72.25
International,work,130.5
International,work,89.85
Portugal,work,121.5
International,work,177.3
Portugal,work,80.75
International,work,90.95
International,work,112.0
International,work,90.08
International,work,79.56
International,work,121.5
International,work,79.9
Portugal,work,99.45
International,work+rest,140.27
International,work,90.5
International,work,121.5
International,work,169.0
International,work+rest,85.0
Portugal,work+rest,114.75
International,work+rest,85.0
International,work,81.25
International,work+rest,142.07
Portugal,work,112.0
Portugal,work,164.0
Portugal,work,72.25
International,work,139.5
Portugal,work,77.0
International,work,109.25
Portugal,work,108.8
International,work,129.5
International,work,139.0
International,work,85.0
International,work,139.0
International,work,103.5
International,work,137.7
International,work,112.0
International,work,72.25
Portugal,work,96.9
International,work,103.5
International,work,112.0
International,work,112.0
International,work,137.7
International,work,90.95
International,work,135.9
International,work,137.7
International,work+rest,96.9
International,work,89.25
International,work,137.7
International,work+rest,127.15
International,work,89.25
International,work,84.58
International,work,121.5
International,work,121.5
International,work,139.0
International,work,84.58
International,work+rest,63.75
International,work,94.5
Portugal,work,85.5
International,work,121.43
International,work,90.5
International,work,94.5
International,work,89.25
International,work,118.8
International,work,139.5
International,work,205.06
International,work,89.25
International,work,112.0
International,work,75.6
International,work,94.5
Portugal,work,189.0
International,work,112.0
International,work,105.3
International,work,89.25
International,work,121.5
International,work+rest,139.0
International,weekend,137.7
International,work+rest,120.8
International,work+rest,91.48
International,work+rest,91.48
International,work+rest,121.5
International,work+rest,139.0
Portugal,weekend,94.5
International,work+rest,72.25
International,work+rest,90.95
Portugal,work+rest,125.0
International,weekend,94.5
International,work+rest,125.0
Portugal,work+rest,139.5
Portugal,work+rest,180.0
International,work+rest,125.0
International,work+rest,125.0
International,work+rest,125.0
Portugal,work+rest,82.45
International,work+rest,125.0
Portugal,work+rest,77.03
Portugal,package,218.03
International,work+rest,165.63
International,work+rest,137.7
Portugal,work+rest,94.5
International,work+rest,137.7
International,work+rest,154.33
International,work+rest,112.0
International,work+rest,137.7
International,work+rest,105.3
International,work+rest,133.46
International,work+rest,96.9
International,weekend,168.3
International,weekend,137.7
International,weekend,154.0
International,work+rest,80.75
International,work+rest,130.5
International,weekend,146.0
International,work+rest,72.25
International,work+rest,72.25
International,work+rest,190.29
International,weekend,137.7
International,work+rest,137.7
Portugal,work+rest,151.0
International,work+rest,137.7
International,weekend,114.3
Portugal,work+rest,159.9
International,work+rest,137.7
International,work+rest,174.3
International,work+rest,72.25
Portugal,work+rest,180.0
International,work+rest,114.3
International,work+rest,137.7
International,work+rest,137.7
International,work+rest,94.91
International,work+rest,125.0
International,work+rest,106.0
International,work+rest,72.25
International,weekend,123.3
Portugal,work+rest,88.56
International,work+rest,144.5
International,work+rest,112.0
International,work+rest,118.8
International,work+rest,178.5
Portugal,work+rest,121.5
International,work+rest,72.25
International,work+rest,94.5
Portugal,work+rest,94.5
International,work+rest,81.08
International,weekend,90.25
International,weekend,90.25
Portugal,work+rest,72.08
International,weekend,105.3
International,weekend,84.6
International,work+rest,71.4
Portugal,work+rest,92.28
International,work+rest,92.28
International,work+rest,72.25
International,work+rest,79.56
International,work+rest,103.56
International,work+rest,130.05
International,work+rest,94.95
International,work+rest,186.3
International,work+rest,72.25
International,weekend,160.0
International,work+rest,105.3
International,package,161.11
Portugal,work+rest,79.56
International,work+rest,79.56
International,work+rest,68.72
International,work+rest,177.3
International,work+rest,127.8
International,work+rest,94.5
International,weekend,69.3
International,work+rest,99.45
International,weekend,267.0
International,weekend,186.5
International,work+rest,118.8
Portugal,package,113.26
International,work+rest,96.0
International,work+rest,168.3
International,work+rest,96.9
International,work+rest,105.3
International,work+rest,90.9
International,work+rest,89.25
Portugal,work+rest,103.95
Portugal,work+rest,72.25
International,package,95.63
International,work+rest,114.75
Portugal,weekend,139.0
International,work+rest,90.95
Portugal,weekend,127.8
International,work+rest,189.9
International,work+rest,97.75
International,work+rest,104.5
International,work+rest,102.3
International,rest,72.25
Portugal,work+rest,85.0
International,work+rest,114.75
Portugal,work+rest,79.0
Portugal,work,80.0
Portugal,work+rest,94.5
Portugal,work+rest,94.5
Portugal,work+rest,85.0
International,work+rest,105.0
International,work+rest,105.0
Portugal,work+rest,85.0
International,work+rest,105.0
International,work+rest,105.0
International,work+rest,85.0
International,work+rest,150.0
Portugal,work+rest,85.0
International,work+rest,115.6
International,work+rest,91.45
International,work+rest,146.7
International,work+rest,97.75
International,work+rest,85.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work+rest,130.05
Portugal,work+rest,137.7
International,work+rest,177.3
Portugal,work+rest,181.0
Portugal,work+rest,99.45
Portugal,work+rest,114.3
Portugal,work+rest,137.7
International,work+rest,105.3
International,work+rest,103.5
International,work+rest,130.05
International,work+rest,105.3
International,work,105.3
International,work+rest,139.5
International,work+rest,68.0
International,work+rest,72.25
International,work+rest,75.0
International,work+rest,105.3
Portugal,work+rest,105.3
Portugal,work+rest,65.0
International,work+rest,105.3
International,work+rest,118.8
International,work+rest,82.83
International,work+rest,72.25
International,work+rest,137.7
International,work+rest,121.5
International,work+rest,72.25
International,work+rest,237.73
International,work+rest,93.75
International,work+rest,137.7
International,work+rest,131.75
International,work+rest,178.5
Portugal,work,139.0
International,rest,96.9
International,work+rest,142.2
International,work,235.45
International,work+rest,87.13
International,work+rest,87.13
International,work+rest,75.0
International,work+rest,137.7
International,rest,129.2
Portugal,work,65.0
Portugal,work+rest,114.3
International,rest,99.45
International,work+rest,94.5
Portugal,work+rest,94.5
International,work+rest,122.8
International,work+rest,96.9
International,work+rest,149.85
International,work,108.0
International,work+rest,112.8
International,work,114.0
Portugal,work,99.0
International,work+rest,72.25
International,work+rest,72.25
International,work+rest,96.9
Portugal,work,111.0
International,work,105.3
International,work,99.0
International,work,96.0
International,work+rest,160.29
International,work+rest,130.05
International,work+rest,99.45
International,work,79.0
Portugal,work,79.0
International,work,91.63
Portugal,work,122.0
International,work,93.17
International,work,94.71
International,work+rest,132.9
International,work+rest,130.5
International,work,81.08
International,work,177.3
International,work+rest,72.76
International,work+rest,105.3
Portugal,work,111.0
Portugal,work+rest,77.03
Portugal,work+rest,77.03
International,work+rest,119.1
International,work+rest,90.95
Portugal,work,111.0
International,work+rest,90.95
Portugal,work,191.0
International,work+rest,90.95
Portugal,work+rest,137.7
International,work+rest,90.95
Portugal,work,156.5
International,work,128.7
International,work+rest,90.95
International,work,137.7
International,work+rest,90.95
International,work,105.0
International,work+rest,126.9
International,work+rest,96.9
Portugal,work,111.0
Portugal,work,111.0
International,work,161.1
International,work,159.3
International,work+rest,105.3
International,work+rest,81.08
International,work,93.0
Portugal,work,108.0
International,work+rest,195.0
International,work+rest,131.72
Portugal,work,79.0
International,work,79.0
International,work+rest,130.05
International,work+rest,134.33
International,work+rest,109.25
Portugal,work,118.0
International,work,159.3
International,work,134.1
Portugal,work,156.95
International,work,126.0
International,work+rest,149.33
International,work,105.3
International,work,137.7
International,work+rest,105.3
International,work,99.0
International,work+rest,105.3
International,work+rest,129.0
International,work,105.3
International,work+rest,86.82
Portugal,work,116.0
Portugal,work,116.0
International,work+rest,174.33
Portugal,work+rest,146.1
International,work,87.78
International,work,99.0
Portugal,work,105.3
Portugal,work,108.0
Portugal,work,111.0
Portugal,work,111.0
International,work+rest,123.5
International,work+rest,112.8
International,work,146.0
International,work,99.0
International,work,126.0
Portugal,work,277.0
International,work,80.0
International,work,80.0
International,work+rest,80.75
International,work,231.0
International,work+rest,107.29
International,work+rest,138.99
International,work+rest,120.6
Portugal,work,95.0
International,work+rest,135.9
Portugal,work,146.0
International,work+rest,70.78
International,work,208.83
Portugal,work+rest,106.0
Portugal,work,67.0
Portugal,weekend,75.0
International,work,176.0
Portugal,work,65.0
International,work,88.5
International,work,72.25
International,work,85.0
International,work,81.25
International,work+rest,141.75
International,work,196.0
Portugal,work+rest,141.75
International,work+rest,96.0
International,work,225.36
Portugal,work,162.0
International,work+rest,133.41
Portugal,work,157.9
Portugal,work,159.3
International,work,123.3
International,work,158.95
Portugal,work,123.3
International,work+rest,106.59
International,work,124.5
Portugal,work,126.0
International,work+rest,80.75
International,work+rest,139.0
International,work+rest,114.33
International,work+rest,107.1
International,work+rest,114.33
International,work+rest,130.68
International,work,140.7
International,work,180.3
International,rest,265.44
International,work+rest,144.55
International,work+rest,99.45
International,work,221.0
International,work+rest,99.45
International,work+rest,99.45
International,work,99.3
International,work,201.0
International,work,147.0
Portugal,work,88.0
International,work+rest,161.1
International,work,139.0
International,work,147.0
International,work,206.0
International,work+rest,96.9
International,work,115.0
Portugal,work,115.0
International,work,115.0
International,work,115.0
International,work,90.0
International,work,90.0
International,work,115.0
International,work,90.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,85.0
International,work+rest,141.3
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,90.0
International,work,102.3
International,work,90.0
Portugal,work,105.0
International,work,116.45
International,work,216.9
International,work,180.45
International,work,90.0
International,work,115.0
International,work,90.0
Portugal,work,105.0
Portugal,work+rest,191.57
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
Portugal,work,91.96
International,work,115.0
Portugal,work+rest,99.95
International,work,115.0
Portugal,work,115.0
International,work+rest,114.63
International,work,115.0
Portugal,work,196.0
International,work+rest,155.57
International,work,115.0
International,work,115.0
Portugal,work,105.0
International,work,115.0
International,work+rest,72.25
Portugal,work,131.08
International,work,115.0
International,work,115.0
International,work+rest,115.6
Portugal,work,105.0
International,work,90.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,115.0
International,work,115.0
International,work+rest,141.3
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,90.0
International,work,115.0
Portugal,work,90.0
International,work+rest,109.35
International,work,115.0
International,work,115.0
International,work,115.0
International,work,113.76
International,work,240.0
International,work,115.0
International,work,115.0
Portugal,work,115.0
Portugal,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
International,work,115.0
Portugal,work,115.0
International,work,112.0
International,work,90.0
International,work,90.0
Portugal,work,90.0
International,work,85.0
International,work,93.0
International,work,75.0
Portugal,work,105.0
Portugal,work,105.3
International,work,105.3
International,work,64.25
International,work,143.7
International,work,76.5
International,work,76.5
International,work,166.0
International,work,94.5
International,work,76.5
International,work,76.5
Portugal,rest,131.75
International,work,76.5
International,work,76.5
International,work,64.25
International,work,64.25
International,work,115.8
International,work,64.25
International,work,137.7
International,work,76.5
International,work,134.1
Portugal,work,76.5
Portugal,work,76.5
International,work,76.5
International,work,76.5
International,work,76.5
International,work,76.5
International,work,76.5
International,work,231.0
Portugal,work,173.95
International,work,123.3
International,work,146.7
International,work,76.5
Portugal,work,105.3
Portugal,work,139.0
International,work,121.5
International,work+rest,126.41
International,work,168.3
International,work,76.5
International,work,68.85
International,work,77.85
International,rest,101.15
International,work,64.25
Portugal,work,118.8
Portugal,work,96.13
International,work,86.85
International,work,95.85
Portugal,work,95.4
Portugal,work,187.0
International,work,72.25
International,work,76.5
International,work,76.5
International,work,64.25
International,work,76.5
International,work+rest,180.3
International,work,94.5
International,work,101.18
International,work,109.8
International,work,95.2
International,work,160.0
International,work,103.5
International,work,99.9
International,work,139.99
International,work,131.03
International,work,94.5
Portugal,work,228.6
International,work,79.2
International,work,82.66
International,work,103.32
International,work,196.0
International,work+rest,72.84
Portugal,work+rest,84.58
Portugal,work+rest,68.0
International,work+rest,105.3
International,work+rest,80.0
International,weekend,146.7
International,work+rest,123.3
International,work+rest,142.2
International,work+rest,85.5
International,work+rest,85.5
Portugal,work+rest,142.2
International,work+rest,123.3
International,work+rest,96.9
Portugal,work+rest,72.25
International,work+rest,130.5
Portugal,work+rest,90.95
Portugal,work+rest,112.5
International,work+rest,85.5
International,work+rest,85.5
Portugal,work+rest,142.5
International,weekend,6.0
International,weekend,81.45
Portugal,work+rest,108.3
International,work+rest,140.7
International,work+rest,99.9
International,work+rest,84.58
International,work+rest,95.4
International,work+rest,189.3
International,work+rest,85.5
International,work+rest,85.5
Portugal,work+rest,85.5
Portugal,work+rest,142.2
International,work+rest,161.1
International,work+rest,94.5
Portugal,work+rest,137.7
Portugal,work+rest,94.5
Portugal,work+rest,137.7
International,work+rest,134.18
International,work+rest,79.27
International,weekend,139.0
International,work+rest,79.26
Portugal,weekend,139.0
International,rest,113.62
International,work+rest,105.3
International,work+rest,141.0
Portugal,work+rest,134.3
Portugal,work+rest,123.3
Portugal,weekend,131.0
International,work+rest,135.9
International,weekend,105.3
International,work+rest,173.25
Portugal,weekend,119.0
International,work+rest,187.0
International,work+rest,94.5
International,weekend,131.0
International,work+rest,72.25
International,work+rest,139.0
International,work+rest,269.3
International,weekend,103.5
International,weekend,137.7
International,weekend,94.5
Portugal,weekend,119.0
Portugal,work+rest,97.54
International,work+rest,97.54
International,weekend,94.5
Portugal,weekend,67.0
International,work+rest,99.45
Portugal,work+rest,96.9
International,work+rest,122.4
International,work+rest,118.15
International,work+rest,133.45
Portugal,work+rest,94.5
International,package,139.7
International,work+rest,121.05
International,weekend,94.5
Portugal,weekend,67.0
International,weekend,186.3
International,work+rest,96.9
International,work+rest,72.76
International,work+rest,75.0
International,work+rest,121.5
International,work+rest,75.0
International,weekend,168.3
International,work+rest,139.95
International,weekend,187.0
International,work+rest,72.25
Portugal,weekend,161.1
Portugal,work+rest,104.96
International,weekend,137.7
International,work+rest,125.1
International,work+rest,125.1
International,work+rest,109.8
Portugal,work+rest,158.4
International,weekend,121.5
International,work+rest,139.9
International,weekend,121.5
International,weekend,130.5
International,work+rest,141.3
International,work+rest,151.0
International,weekend,134.0
International,work+rest,93.25
Portugal,rest,72.25
International,rest,119.28
International,rest,97.56
International,work+rest,72.25
International,rest,120.8
Portugal,work+rest,294.35
International,work+rest,93.38
Portugal,work,95.0
Portugal,work,95.0
International,work,84.0
Portugal,work,125.0
Portugal,work,125.0
International,work+rest,108.45
Portugal,work,125.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,84.0
Portugal,work,95.0
International,work+rest,81.08
Portugal,work+rest,84.0
International,work+rest,81.08
Portugal,work,180.0
Portugal,work,95.0
International,work+rest,96.9
International,work+rest,168.3
Portugal,work+rest,94.0
International,work+rest,196.0
International,work+rest,121.5
International,work+rest,72.25
International,work+rest,130.55
International,work+rest,128.4
Portugal,work+rest,68.0
Portugal,work+rest,81.25
International,work+rest,94.5
International,work+rest,222.35
International,work+rest,137.7
Portugal,work+rest,94.5
International,work+rest,99.45
International,work+rest,137.7
International,work+rest,152.4
International,work+rest,72.25
International,work+rest,85.0
International,work+rest,99.45
Portugal,work+rest,109.53
International,work+rest,121.5
International,work+rest,106.13
International,work+rest,106.13
International,work+rest,165.9
International,rest,110.5
International,rest,132.18
International,work+rest,137.7
Portugal,work,188.95
Portugal,work+rest,110.5
Portugal,work+rest,85.0
Portugal,work+rest,65.0
Portugal,work+rest,65.0
International,rest,148.7
International,work+rest,99.9
Portugal,work,75.0
Portugal,work,67.0
Portugal,work,65.0
Portugal,work,75.0
Portugal,work,65.0
International,work+rest,89.25
Portugal,work,75.0
Portugal,work+rest,67.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,weekend,75.0
Portugal,work+rest,65.0
Portugal,weekend,67.0
Portugal,work,125.0
Portugal,work,79.0
International,work,137.7
International,work,121.5
International,work+rest,123.25
International,work,169.0
International,work,139.0
International,work+rest,85.0
International,work+rest,137.7
Portugal,work+rest,110.46
International,work,152.1
International,work+rest,188.16
International,work,97.54
Portugal,work,94.5
International,work+rest,94.5
Portugal,work+rest,40.0
Portugal,work,40.0
International,work+rest,365.0
International,work+rest,300.0
International,work+rest,77.03
International,work+rest,77.03
Portugal,work+rest,77.03
Portugal,work,159.0
Portugal,work+rest,189.0
Portugal,work,159.0
Portugal,work+rest,139.5
International,work+rest,205.33
Portugal,work,137.7
International,work+rest,146.7
International,work+rest,105.3
International,work+rest,118.8
Portugal,work+rest,77.03
Portugal,work+rest,100.73
International,work+rest,129.75
International,work,125.1
International,work+rest,90.95
International,work+rest,105.3
International,work+rest,132.13
International,work+rest,117.1
International,work+rest,90.9
Portugal,work+rest,114.63
International,work,118.8
International,work,125.1
International,work+rest,161.0
International,work,125.1
International,work,111.25
International,work,137.7
International,work+rest,130.05
Portugal,work,79.5
International,work+rest,94.5
International,work+rest,99.95
International,work+rest,121.5
International,work+rest,100.87
International,work+rest,72.25
International,work+rest,82.45
International,work+rest,105.3
International,work+rest,130.05
International,work+rest,90.95
International,work,155.25
International,work+rest,123.25
International,work,97.54
International,work,187.0
International,work,178.0
International,work+rest,94.5
International,work+rest,85.5
Portugal,work,223.75
International,work+rest,85.5
International,work,173.25
International,work,139.05
Portugal,work+rest,105.37
International,work+rest,87.3
Portugal,work+rest,163.5
International,work,109.9
International,work,97.54
International,work,135.9
International,work+rest,89.25
International,work,106.54
International,work,137.7
International,work,128.7
International,work+rest,99.45
International,work,112.5
Portugal,work,149.0
International,work,139.5
International,work,160.47
International,work,169.0
International,work,139.0
International,work+rest,85.0
International,work+rest,132.25
International,work+rest,132.96
International,rest,146.36
Portugal,work,65.0
International,work,137.7
Portugal,work,65.0
International,work,146.0
Portugal,work+rest,72.25
International,work,146.7
International,work,96.9
International,work,225.2
International,work+rest,90.95
International,work+rest,90.95
International,work+rest,85.6
International,work+rest,90.95
International,work,105.3
International,work+rest,158.86
Portugal,work+rest,93.84
International,work,114.3
International,work+rest,105.3
International,work,182.95
International,work,168.3
International,work+rest,105.3
International,work,94.5
International,work+rest,130.05
International,work+rest,94.5
International,work,139.0
Portugal,work,178.0
International,work,96.3
International,work,148.0
International,work+rest,103.5
International,work+rest,89.25
International,work,135.9
International,work,112.5
International,work,187.0
International,work+rest,89.25
International,work+rest,90.95
International,work+rest,94.5
International,work+rest,90.95
International,work,108.11
International,work+rest,63.75
International,work,180.9
International,work,94.5
International,work,154.0
International,work,137.7
International,work,94.5
International,work,105.3
International,work,94.5
International,work,235.63
International,work+rest,67.83
International,work,89.0
International,work,89.0
International,work,61.68
International,work,96.3
International,work,72.25
International,work,99.0
International,work+rest,106.75
Portugal,work+rest,99.45
Portugal,work+rest,99.45
International,work,216.9
International,work+rest,105.9
International,work,94.5
International,work,152.1
Portugal,work,152.1
International,work,121.5
International,work+rest,114.3
International,work,137.7
International,work,94.5
International,work,137.7
International,work,137.7
International,work,96.9
International,work+rest,79.56
International,work,139.0
International,work,139.0
International,work+rest,85.0
International,work,207.9
International,work,109.0
International,work,118.8
International,work,118.8
International,work,89.0
International,work+rest,85.0
International,work,99.0
International,work,139.5
Portugal,work+rest,80.75
International,work,85.0
International,work,96.3
International,work,137.7
International,work,105.3
International,work,96.3
International,work+rest,116.0
International,work,109.65
International,work+rest,107.5
International,work,82.45
International,work+rest,86.75
Portugal,work,65.0
International,rest,70.85
International,work+rest,101.75
Portugal,work,146.7
International,work,94.5
International,work+rest,117.3
International,work,137.7
International,work,118.8
Portugal,work,101.0
International,work,118.8
International,work,84.15
International,work+rest,15.0
International,work,103.7
International,rest,89.0
International,work,72.25
International,work+rest,198.0
International,work,122.6
International,work,122.6
International,work,130.5
Portugal,work,76.58
Portugal,work+rest,159.0
Portugal,work,91.0
Portugal,work,99.0
International,work,84.15
International,work,89.25
International,work,75.0
Portugal,work,89.0
International,work,177.0
International,work,193.45
