origin,adr
Portugal,139.0
Portugal,124.0
International,224.0
International,145.8
International,75.0
International,100.0
International,115.0
Portugal,110.0
Portugal,100.0
International,12.0
International,140.0
International,120.0
International,76.23
International,130.0
International,115.0
International,138.0
International,162.0
International,157.5
International,100.0
International,157.5
International,110.0
International,141.5
International,99.0
International,85.0
International,117.0
International,85.0
Portugal,115.0
International,100.0
International,85.0
International,117.0
International,74.8
International,111.92
International,72.42
International,68.0
International,165.0
International,99.0
International,99.0
International,99.0
Portugal,150.0
International,225.4
International,223.32
International,126.0
International,120.0
International,126.0
International,171.0
International,157.25
International,88.4
International,85.59
International,120.9
International,89.4
International,200.0
International,80.8
International,180.0
International,183.67
International,127.4
International,137.2
International,137.2
International,99.0
International,163.8
International,190.0
International,157.25
International,100.0
International,100.0
International,162.0
International,85.0
International,89.1
International,117.0
International,69.3
International,99.0
International,117.0
International,220.0
International,220.0
International,130.5
International,170.5
International,85.0
Portugal,112.5
International,85.0
International,85.0
International,85.0
International,85.0
International,166.5
International,166.5
International,85.0
International,85.0
Portugal,99.0
International,99.0
International,127.8
International,119.0
International,117.0
International,153.0
International,162.0
International,162.0
International,117.0
International,139.5
International,117.0
International,99.0
International,99.0
International,109.8
International,166.5
International,119.0
International,117.0
International,151.2
International,117.0
International,117.0
International,133.38
International,110.0
Portugal,150.0
International,98.1
Portugal,269.0
International,85.0
International,95.0
International,85.0
International,85.0
International,85.0
International,80.1
International,85.0
International,95.0
International,85.0
International,99.0
International,85.0
International,87.03
International,126.0
International,99.0
International,85.0
International,127.8
International,108.0
International,127.8
International,117.0
Portugal,178.0
International,95.0
International,135.0
International,171.0
International,159.0
International,117.0
International,110.0
International,123.3
International,190.0
International,80.1
International,121.8
International,85.0
International,189.0
International,85.0
Portugal,109.8
International,109.8
International,110.0
International,100.48
International,153.0
International,189.0
International,189.0
International,189.0
International,85.0
International,119.0
International,119.0
International,130.5
International,120.0
International,128.0
International,189.0
International,117.0
International,85.0
International,295.0
International,166.5
International,150.0
International,220.0
International,188.0
International,120.0
Portugal,80.1
International,151.2
International,189.0
Portugal,83.16
International,99.0
International,135.0
International,150.0
International,150.0
International,84.55
Portugal,120.0
International,99.0
International,85.59
International,85.59
International,140.0
International,112.0
International,99.0
International,99.0
International,99.0
International,89.1
International,117.0
International,149.4
International,109.8
International,129.0
International,126.0
International,126.0
International,91.2
International,99.0
International,120.0
International,135.0
International,150.0
International,135.0
International,99.0
International,162.0
International,89.1
International,99.0
International,220.0
International,93.48
International,130.5
International,112.0
International,144.0
International,99.0
International,289.0
International,99.0
International,130.5
International,150.0
International,127.8
International,115.0
International,150.0
International,99.0
International,99.0
International,99.0
International,150.0
International,120.0
International,190.0
International,99.0
International,99.0
Portugal,120.0
International,214.0
International,99.0
International,117.0
International,166.5
International,155.0
International,115.0
International,112.0
International,150.0
International,110.0
International,172.07
International,80.0
International,80.0
International,80.0
International,80.0
International,80.0
International,99.0
International,99.0
International,80.0
International,80.0
International,99.0
International,149.4
International,99.0
International,80.0
International,117.0
International,120.0
International,127.8
International,189.0
International,150.0
International,99.0
International,88.4
International,80.0
International,115.0
International,100.0
International,149.0
International,88.4
International,205.2
International,115.0
International,122.0
International,115.0
International,122.0
International,115.0
International,139.0
International,87.4
International,101.15
International,99.0
International,178.0
International,6.0
International,180.0
International,80.0
Portugal,149.0
International,80.0
International,80.0
International,103.05
International,103.05
International,115.0
Portugal,88.4
International,129.97
International,196.2
International,117.0
International,110.4
International,150.0
International,89.1
International,99.0
International,99.0
International,99.0
International,99.0
International,85.0
International,117.0
International,150.0
International,175.0
International,103.5
International,120.0
International,103.5
International,312.5
International,166.5
International,117.0
Portugal,150.0
International,149.4
International,85.0
International,103.05
International,162.0
International,89.1
International,89.1
International,110.5
Portugal,119.82
Portugal,99.0
Portugal,99.0
Portugal,108.0
Portugal,158.4
International,186.3
International,93.6
International,196.0
International,196.0
International,99.0
International,84.0
International,111.25
International,117.0
International,117.0
International,130.67
International,150.0
International,99.0
International,85.0
International,117.0
International,163.8
International,112.0
International,225.0
International,144.0
International,160.2
International,140.0
Portugal,108.0
International,95.0
International,117.0
International,135.0
International,118.8
International,158.4
International,215.1
International,126.0
International,127.8
International,117.0
International,115.0
International,89.1
International,118.99
International,160.2
International,120.0
International,99.0
International,99.0
International,115.4
International,99.0
International,151.5
International,171.0
International,140.0
International,117.0
International,149.4
International,140.0
International,162.0
International,140.0
International,216.0
International,109.8
International,229.0
International,195.0
International,128.0
International,204.0
International,108.0
International,126.0
International,135.0
International,189.0
International,126.0
International,135.0
International,140.0
International,198.0
International,135.0
International,117.0
International,121.33
International,99.0
International,138.57
International,137.67
International,117.0
International,135.0
International,108.0
International,120.0
International,99.0
Portugal,108.0
International,120.0
International,224.0
International,162.67
International,115.0
International,230.0
International,108.0
International,120.0
International,108.0
International,72.42
International,12.0
International,118.29
International,118.29
International,118.8
International,108.0
International,108.0
International,108.0
International,126.0
International,144.0
International,126.0
International,164.25
Portugal,140.0
International,101.25
International,119.25
International,120.0
International,253.33
International,136.8
International,117.0
International,189.0
International,165.0
International,120.0
International,120.0
International,120.0
International,100.8
International,169.5
International,197.82
International,100.8
International,133.5
International,159.38
International,198.0
International,119.25
International,110.0
International,120.0
International,119.25
International,110.25
International,163.8
International,183.75
Portugal,140.0
International,129.5
International,89.1
International,169.5
Portugal,116.25
International,250.0
International,126.0
International,98.44
International,220.05
International,115.52
International,120.0
International,149.4
International,99.0
Portugal,117.0
International,192.0
International,108.0
International,117.0
Portugal,129.0
International,100.0
International,189.0
International,116.1
Portugal,144.0
International,103.5
International,102.0
International,90.09
International,115.0
International,130.5
International,139.0
International,260.0
International,149.0
International,153.33
International,88.56
International,144.0
International,122.67
International,87.24
Portugal,75.0
Portugal,100.0
International,100.8
International,115.0
International,85.47
International,119.25
International,168.3
International,120.0
International,131.98
International,85.0
International,128.57
International,137.5
International,115.0
International,136.8
International,84.0
International,84.0
International,84.0
International,130.1
International,84.0
International,141.0
International,156.67
International,160.0
International,204.0
International,102.6
International,105.0
International,126.0
International,123.0
International,126.0
International,105.0
International,105.0
International,105.0
International,102.0
International,105.0
International,103.5
International,105.0
International,189.0
International,138.26
International,189.0
International,189.0
International,105.0
International,88.88
International,88.88
International,269.0
International,136.33
International,127.33
International,144.0
International,156.0
International,85.0
International,188.0
International,180.63
International,160.0
International,103.05
International,154.0
International,174.0
International,123.0
International,172.5
International,121.5
International,89.1
International,123.0
International,144.0
International,126.0
International,165.67
International,123.0
Portugal,160.0
International,103.05
International,103.05
Portugal,169.0
International,139.5
International,210.0
Portugal,105.0
International,128.57
International,130.5
International,156.67
International,119.57
International,161.7
International,126.0
International,144.0
International,144.0
International,108.0
International,108.0
International,144.0
International,103.05
International,85.0
International,141.0
International,114.0
International,85.0
Portugal,93.0
International,160.0
Portugal,120.0
International,141.0
International,130.5
International,89.1
International,80.1
International,130.5
International,80.1
International,210.0
International,135.0
International,185.0
International,104.4
International,144.0
International,132.0
International,189.44
International,224.0
International,150.0
International,121.59
International,114.0
International,121.5
International,89.1
International,153.0
International,133.2
International,148.0
International,92.17
International,132.0
International,130.5
International,138.33
International,144.0
International,198.0
International,150.75
International,144.0
International,147.33
International,126.0
Portugal,144.0
International,89.1
International,89.1
International,180.63
International,150.0
International,180.63
International,97.56
International,128.0
International,149.0
International,149.0
International,140.8
International,114.0
International,135.0
International,130.5
International,109.8
International,154.29
International,95.29
International,95.29
International,120.0
Portugal,90.1
International,113.4
International,120.0
International,105.68
International,90.1
International,90.0
International,134.0
International,90.0
International,90.0
International,117.0
International,90.0
International,80.0
International,80.0
International,90.1
International,90.0
International,89.1
International,141.0
International,206.52
International,119.7
International,80.1
International,80.1
International,195.0
International,108.0
International,156.67
International,156.67
International,174.0
International,110.67
International,110.67
International,89.1
International,139.5
International,195.0
International,136.5
International,172.5
International,135.0
International,130.5
International,99.0
International,135.0
International,148.5
International,224.0
International,144.0
International,144.0
International,171.0
International,148.5
International,120.0
International,114.0
International,261.67
Portugal,179.5
International,98.1
International,117.0
International,89.1
International,157.5
International,185.25
International,248.33
International,141.0
International,95.29
International,98.1
International,73.05
International,138.33
International,99.85
International,138.33
International,138.33
International,120.0
International,110.67
International,138.33
International,138.33
International,189.0
International,181.5
International,132.5
International,124.5
International,124.5
International,120.0
International,177.0
International,90.1
Portugal,212.0
International,175.5
International,146.67
International,169.58
International,91.2
International,105.33
International,106.0
International,116.1
International,105.33
International,105.33
International,105.33
International,204.0
International,105.33
International,114.0
International,113.0
International,114.0
International,114.0
International,113.0
International,113.0
International,113.0
International,105.33
International,135.0
International,113.0
International,99.0
International,113.0
International,105.33
International,105.33
International,105.33
International,177.0
International,130.5
International,166.5
International,177.0
International,132.5
International,114.0
International,135.9
International,120.0
International,225.0
International,180.0
International,171.0
International,196.67
International,187.0
International,114.0
International,112.1
International,206.52
International,171.0
International,137.33
International,108.0
International,108.0
International,108.0
International,104.4
International,104.4
International,104.4
International,114.0
International,255.0
International,126.67
International,120.0
International,255.0
International,119.39
International,228.3
International,109.8
International,166.5
International,99.0
International,130.5
International,112.8
International,130.5
International,129.0
International,129.0
Portugal,95.0
International,99.0
International,117.0
International,117.0
International,224.0
International,115.0
International,126.0
International,180.0
International,135.0
International,171.0
International,126.0
International,108.0
International,126.0
International,108.0
International,102.6
Portugal,9.0
International,129.0
International,112.5
International,109.8
International,150.0
International,150.0
International,175.5
International,171.0
International,126.0
International,140.0
International,130.67
International,175.5
International,143.1
International,143.1
International,115.0
International,140.0
International,170.36
International,134.36
International,230.0
International,120.0
International,187.0
International,184.5
International,108.0
International,150.0
International,150.0
International,160.0
International,129.0
International,112.5
International,170.36
International,126.0
International,135.0
International,137.0
International,115.2
International,108.0
International,89.1
International,115.2
International,129.6
International,99.0
International,108.0
Portugal,135.0
International,110.0
Portugal,79.7
International,72.42
International,139.5
International,91.31
Portugal,89.1
International,120.0
International,100.0
International,171.0
International,170.0
International,99.0
International,95.76
International,171.0
International,250.0
International,112.0
International,224.0
International,91.31
International,91.31
International,126.0
International,164.0
International,174.6
International,97.02
International,110.5
International,97.65
International,92.0
International,117.0
International,120.24
International,175.0
International,108.0
International,130.5
International,130.5
International,130.5
International,115.0
International,85.0
International,108.0
International,92.0
International,108.0
International,115.0
Portugal,228.76
International,72.42
International,171.0
International,114.0
International,108.0
International,114.0
International,117.0
International,198.0
International,135.0
International,115.0
International,141.0
International,141.0
International,113.0
International,115.0
International,151.5
International,85.0
International,117.0
International,171.0
International,144.0
Portugal,95.0
International,79.8
International,201.66
Portugal,110.0
International,115.0
International,115.0
International,105.0
International,89.1
International,105.0
International,165.75
International,117.0
International,117.0
International,198.0
International,164.1
International,119.57
International,99.07
International,128.63
International,135.0
International,135.0
International,230.0
International,85.0
International,117.0
International,117.0
International,97.65
International,97.65
International,95.0
International,115.0
International,135.0
International,79.2
International,72.0
Portugal,99.0
International,115.0
International,117.0
International,117.0
International,111.0
International,113.0
International,113.0
International,171.0
International,89.1
International,120.0
International,126.0
International,175.5
International,166.0
International,108.0
International,116.1
International,89.1
International,99.0
International,171.0
International,117.0
International,126.0
International,90.09
International,101.7
International,99.0
International,115.0
International,126.88
International,115.0
International,201.0
International,76.24
International,115.0
International,120.0
International,135.0
International,126.0
International,120.0
International,150.0
International,95.0
International,89.1
International,89.1
International,189.0
International,108.0
International,108.0
International,137.5
International,135.0
International,216.0
International,93.5
International,126.0
International,126.0
International,148.5
International,93.5
International,87.32
Portugal,166.5
International,135.0
International,162.0
International,162.0
International,100.0
International,108.0
International,198.0
International,115.0
International,135.0
International,135.0
International,135.0
International,190.0
International,135.0
International,117.0
International,198.0
International,148.0
International,114.0
International,114.0
International,136.8
International,136.8
International,295.0
International,149.5
International,155.0
International,139.5
International,106.67
International,84.5
International,133.33
International,106.67
International,133.33
International,106.67
International,133.33
International,133.33
International,106.67
International,106.67
International,99.0
International,106.67
International,133.33
Portugal,106.67
International,133.33
International,133.33
International,133.33
International,126.0
International,126.0
International,106.67
International,125.0
International,124.0
International,139.5
International,133.33
International,336.0
International,124.0
International,121.5
International,124.0
International,124.0
International,124.0
International,115.0
International,124.0
International,124.0
International,124.0
International,112.5
International,124.0
International,112.5
International,198.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,102.0
International,124.0
International,124.0
International,124.0
International,135.0
International,124.0
International,124.0
International,124.0
International,49.5
Portugal,108.0
International,124.0
International,124.0
International,124.0
International,124.0
International,124.0
International,115.0
International,124.0
International,117.0
International,117.0
International,124.0
International,136.8
International,124.0
International,124.0
International,136.8
International,136.8
International,136.8
International,124.0
International,124.0
International,124.0
International,12.0
International,124.0
International,124.0
International,124.0
International,124.0
International,150.0
International,150.0
International,99.0
International,80.1
International,12.0
International,176.0
International,176.0
International,126.0
International,109.8
International,94.0
International,156.67
International,85.0
International,175.0
Portugal,90.09
International,89.1
International,114.37
International,134.5
International,108.0
International,99.0
International,150.0
International,85.0
Portugal,102.0
Portugal,102.0
Portugal,102.0
International,130.5
International,152.1
International,115.0
International,166.5
International,99.0
International,108.0
International,85.0
International,85.0
International,85.0
International,85.0
International,150.0
International,75.0
International,198.0
International,171.0
International,136.8
International,115.0
International,99.0
International,85.0
International,75.0
International,171.0
International,75.0
International,128.0
International,85.0
International,130.5
International,116.1
International,130.5
International,130.5
International,126.0
International,115.0
International,90.0
International,108.0
International,213.3
International,115.0
International,84.0
International,166.5
International,130.5
International,162.0
International,162.0
International,214.0
International,75.0
International,135.0
International,180.0
International,126.0
International,135.0
International,108.0
International,108.0
International,196.2
International,135.0
International,126.0
International,97.02
International,115.0
International,115.0
International,198.0
International,159.0
Portugal,80.0
Portugal,89.0
International,99.0
International,126.0
Portugal,99.25
Portugal,99.25
International,99.25
International,99.25
International,76.23
International,99.25
International,99.25
International,213.3
International,123.4
International,153.9
International,140.0
Portugal,98.1
International,83.16
International,215.0
International,148.5
International,148.5
International,138.33
International,89.0
International,171.0
Portugal,108.0
International,89.0
International,145.0
International,145.0
International,75.0
International,85.0
International,108.0
International,75.0
International,108.0
International,75.0
International,149.4
International,120.0
International,160.0
International,108.0
International,85.0
International,135.0
International,75.0
International,85.0
International,85.0
International,85.0
International,85.0
International,85.0
International,85.0
International,75.0
International,92.17
International,75.0
International,117.0
International,172.8
International,108.0
International,190.0
International,99.0
International,99.0
International,99.0
International,117.0
International,190.0
International,224.0
International,117.0
International,149.4
International,117.0
International,153.0
International,89.1
International,105.0
International,275.0
International,90.0
International,85.0
International,85.0
International,89.1
International,117.0
International,90.09
International,108.0
International,89.1
International,83.75
International,135.0
International,109.8
International,109.8
Portugal,65.0
International,110.0
International,83.75
International,41.88
International,83.75
Portugal,68.88
International,68.88
Portugal,68.88
International,68.88
International,83.75
International,83.75
International,83.75
International,110.0
International,170.0
International,89.1
International,215.0
International,89.1
International,110.0
Portugal,110.0
International,185.0
International,110.0
International,108.0
International,144.0
International,89.1
International,99.0
International,89.1
International,89.1
International,170.3
International,85.0
International,85.0
International,144.0
International,287.0
International,99.0
International,99.0
Portugal,104.0
International,135.0
International,130.5
International,210.0
International,114.5
International,114.5
International,105.25
International,110.0
International,175.5
International,98.1
International,120.0
International,85.0
International,115.0
Portugal,89.1
International,175.5
International,110.0
International,110.0
International,117.0
International,110.0
Portugal,65.0
International,199.0
International,108.0
International,105.0
International,130.5
Portugal,134.0
International,159.0
International,160.2
Portugal,160.0
International,160.2
International,82.08
International,132.75
International,124.0
International,105.75
International,123.75
International,95.0
Portugal,136.8
International,124.0
International,115.0
International,135.0
Portugal,130.0
International,126.0
Portugal,67.0
Portugal,139.0
Portugal,67.0
Portugal,65.0
Portugal,145.8
Portugal,95.0
International,110.0
International,135.0
International,135.0
International,94.3
International,124.0
International,134.1
International,110.0
International,105.75
International,185.0
Portugal,65.0
Portugal,66.0
International,148.0
International,90.0
International,122.0
International,90.0
International,90.0
Portugal,120.0
International,77.68
International,90.0
International,141.0
International,174.0
International,90.0
International,124.0
International,90.0
Portugal,98.0
International,90.53
International,123.75
International,100.0
International,90.0
International,117.0
International,130.0
International,90.0
International,76.23
International,224.0
International,99.0
International,108.0
International,144.0
Portugal,144.0
Portugal,128.16
International,100.0
International,174.0
International,130.5
International,90.0
International,230.0
International,90.0
International,115.0
International,159.0
International,224.0
International,174.0
International,100.0
International,174.0
International,138.0
Portugal,90.0
International,224.0
International,171.0
International,90.0
International,114.75
International,90.0
International,114.75
Portugal,110.0
International,136.8
International,126.0
International,100.0
International,108.0
International,190.0
International,215.0
International,170.0
International,100.0
International,90.0
Portugal,108.0
International,126.0
International,90.0
International,91.2
International,115.0
International,174.5
International,105.75
Portugal,67.0
Portugal,139.0
International,100.0
International,110.0
International,105.75
International,136.8
Portugal,160.0
International,118.33
International,6.0
International,100.0
International,133.0
International,118.8
International,130.0
International,105.75
International,105.75
International,99.0
International,103.5
International,115.0
Portugal,103.5
International,180.0
International,224.0
International,114.0
International,83.2
International,126.0
International,130.5
International,121.5
International,148.5
International,112.5
International,121.5
International,99.0
International,99.0
International,119.0
International,99.0
International,171.0
International,103.5
International,160.2
Portugal,162.0
International,135.0
International,108.0
International,108.0
International,162.0
International,126.0
International,177.75
International,85.0
International,140.4
Portugal,179.0
International,99.0
International,117.0
International,99.0
International,144.0
International,144.0
International,108.0
International,98.9
International,99.0
International,115.0
International,130.0
International,324.5
International,289.0
International,228.0
International,110.0
International,110.0
Portugal,110.0
Portugal,110.0
International,129.96
International,108.0
International,99.0
International,121.5
International,96.25
International,123.0
International,155.0
International,184.5
Portugal,117.0
International,114.0
International,171.0
International,99.0
International,108.0
International,121.5
International,154.1
International,119.0
International,126.0
International,150.0
International,115.0
International,116.2
International,171.0
International,144.0
International,77.0
International,108.0
International,89.1
International,121.5
International,122.08
Portugal,171.0
International,148.75
Portugal,12.0
International,115.0
International,115.0
International,160.0
International,270.0
International,117.0
International,130.5
International,115.0
Portugal,119.16
International,99.0
International,116.25
International,115.0
International,139.0
International,99.0
International,115.0
International,109.8
International,84.0
Portugal,99.0
International,99.0
International,160.0
Portugal,115.0
International,175.0
Portugal,240.0
International,89.0
International,124.0
International,95.46
International,89.0
International,89.0
International,89.0
Portugal,190.0
International,115.0
International,130.5
International,145.0
International,145.0
International,92.0
International,145.0
International,95.46
International,115.0
International,189.0
International,170.0
International,115.0
International,109.8
International,115.0
International,90.09
International,84.01
International,85.0
International,85.0
International,109.8
International,220.0
International,190.0
International,175.0
International,115.0
International,123.0
International,160.0
International,165.0
Portugal,170.0
International,115.0
International,144.4
International,123.3
Portugal,160.0
International,124.0
International,85.0
International,115.0
International,200.0
International,166.5
International,166.5
International,166.5
International,166.5
International,169.0
International,160.0
International,174.0
International,115.0
International,189.0
International,130.5
International,99.0
International,99.0
International,99.0
International,141.0
International,99.0
International,100.6
International,99.0
International,99.0
International,141.0
International,225.0
International,72.42
International,72.42
International,99.0
International,141.0
International,115.0
International,207.38
International,144.0
International,124.0
International,115.0
International,207.38
International,141.0
International,85.0
International,115.0
International,141.0
International,153.0
International,88.56
International,87.4
International,115.0
International,184.0
International,155.0
International,118.8
International,99.0
International,99.0
International,260.0
International,130.5
International,144.0
International,189.0
International,117.0
International,98.1
International,160.0
International,166.5
International,130.5
International,149.0
International,130.5
International,99.0
International,180.0
International,234.0
International,130.5
International,100.8
International,99.0
International,100.8
International,115.0
International,88.56
International,175.0
International,166.5
International,130.5
International,85.0
International,130.5
International,130.5
International,100.8
International,130.5
International,109.8
International,161.0
International,100.8
International,141.0
International,115.0
International,115.0
International,130.5
International,130.5
International,135.0
International,130.5
International,130.5
International,166.0
International,285.0
International,85.0
Portugal,130.0
Portugal,130.0
International,92.0
International,115.0
International,99.0
International,99.0
International,146.33
International,150.0
International,130.5
International,163.33
International,104.4
International,100.8
International,128.5
International,78.35
International,99.0
International,160.0
International,160.0
International,96.0
International,118.8
International,150.0
International,145.53
International,154.8
International,142.0
International,180.63
International,142.2
International,130.0
International,160.0
International,130.5
International,133.0
International,123.75
International,137.5
International,112.85
International,141.0
Portugal,84.6
International,101.25
International,101.25
International,143.5
International,117.0
International,143.5
International,117.0
International,130.0
International,126.33
International,99.0
International,126.33
International,126.33
International,126.33
International,126.33
International,153.33
International,130.0
International,133.5
International,112.05
International,169.0
International,129.67
International,163.8
International,166.5
International,119.25
International,130.0
International,162.98
International,130.0
International,130.0
International,139.5
International,130.0
International,142.0
International,130.0
International,117.0
International,130.0
International,126.33
International,130.0
International,123.5
International,130.0
International,117.0
International,130.0
International,117.0
International,117.0
International,130.5
International,130.0
International,130.0
International,130.0
International,130.0
Portugal,120.0
International,170.0
International,130.0
International,130.0
International,130.0
International,130.0
International,93.5
International,93.5
International,259.29
International,253.2
International,148.5
International,155.25
International,93.5
International,93.5
International,85.0
International,89.1
International,130.0
International,162.5
International,121.5
International,140.0
International,99.0
International,80.1
International,110.0
International,128.0
International,153.33
International,105.0
International,95.0
International,95.0
International,183.33
International,184.0
International,105.0
International,144.33
International,137.0
International,123.0
International,137.0
International,124.5
International,135.0
International,117.0
International,137.0
International,123.0
International,108.0
International,120.0
International,90.09
International,137.0
International,141.0
International,220.0
International,144.0
International,120.0
Portugal,152.33
International,117.0
International,252.5
International,150.0
International,99.57
International,79.2
International,155.5
International,190.0
International,117.0
International,117.0
International,117.0
International,140.0
Portugal,110.0
International,126.67
International,120.0
International,117.88
Portugal,175.0
International,140.0
Portugal,155.0
International,98.1
International,133.0
International,128.25
International,128.25
International,128.25
International,160.0
International,126.0
International,120.0
International,120.0
International,89.0
International,230.0
International,99.0
International,123.75
International,92.0
International,144.0
Portugal,125.09
International,180.0
International,180.0
International,104.4
International,80.0
International,135.2
International,141.2
Portugal,180.0
International,144.0
International,180.0
International,80.1
International,108.0
International,160.0
International,117.0
International,89.0
International,140.0
International,89.1
International,99.0
International,117.0
International,120.0
International,85.0
International,85.0
International,126.0
International,150.0
International,126.0
International,164.7
International,162.0
International,90.0
International,97.02
International,97.02
International,89.1
International,95.0
International,140.0
International,153.0
International,112.0
International,140.0
Portugal,112.0
International,152.1
International,175.0
International,210.0
International,99.0
International,134.1
Portugal,85.0
International,120.0
International,175.0
International,85.0
International,260.0
International,117.0
International,89.0
International,117.0
International,126.0
International,126.0
International,117.0
International,108.0
International,134.25
International,108.0
International,89.1
International,85.0
International,99.0
International,99.0
International,150.0
International,85.0
International,140.0
International,85.0
International,85.0
International,120.0
International,97.02
International,120.0
Portugal,120.0
International,120.0
International,137.7
International,120.0
International,99.0
Portugal,100.0
International,126.0
International,89.1
International,108.0
International,144.4
International,117.0
International,117.0
International,99.0
International,110.0
International,141.0
International,149.0
International,120.0
Portugal,125.0
International,123.0
Portugal,120.0
Portugal,115.0
Portugal,120.0
International,179.0
International,89.1
International,120.0
International,120.0
International,130.0
International,109.8
International,142.0
International,150.0
International,189.5
Portugal,178.0
International,180.0
International,204.0
International,126.0
International,115.2
International,117.0
International,120.0
Portugal,150.0
Portugal,112.0
International,189.0
International,130.0
International,92.17
International,180.0
International,126.0
International,152.1
International,108.0
International,198.0
International,128.44
International,72.42
International,72.42
International,126.0
International,85.0
International,85.0
International,85.0
Portugal,169.0
International,108.0
International,149.0
International,259.0
International,112.86
International,135.2
International,127.5
International,240.3
International,108.0
International,155.0
International,169.0
International,126.0
International,139.5
International,139.5
International,139.5
Portugal,64.5
Portugal,160.0
Portugal,160.0
Portugal,75.0
International,126.0
International,138.0
International,133.74
International,126.0
International,135.0
International,117.0
International,108.0
International,146.78
International,115.76
Portugal,75.0
Portugal,126.0
Portugal,75.0
International,108.0
International,150.0
International,160.0
International,169.0
International,127.5
International,97.02
International,135.0
International,110.4
Portugal,75.0
International,108.0
International,108.0
International,108.0
Portugal,75.0
International,108.0
International,189.0
Portugal,64.5
Portugal,75.0
International,72.42
International,95.46
Portugal,64.5
Portugal,75.0
Portugal,108.0
Portugal,64.5
International,179.0
International,170.0
International,290.0
Portugal,175.0
International,151.5
International,108.0
International,232.0
International,126.0
International,99.0
International,89.1
International,108.0
International,109.8
International,99.0
International,206.47
International,109.8
International,150.0
International,108.0
International,180.0
International,126.0
International,120.0
International,180.0
International,89.1
International,98.76
International,108.0
International,118.13
International,108.0
International,136.8
International,126.0
International,150.0
International,143.0
International,143.0
International,134.1
International,79.0
International,108.0
International,144.0
International,179.0
International,171.0
International,187.2
International,126.0
International,132.3
International,126.0
International,100.09
International,128.0
International,126.0
International,126.0
International,171.0
International,126.0
International,126.0
International,316.0
International,126.0
International,126.0
International,139.5
International,83.16
International,136.67
International,97.02
International,216.0
International,180.0
International,139.5
Portugal,160.0
Portugal,170.0
International,86.4
International,175.5
International,139.5
International,19.09
International,209.0
International,139.5
International,139.5
International,170.0
International,112.0
International,108.0
International,162.0
International,108.0
International,171.0
International,250.0
International,140.0
International,135.0
International,99.0
Portugal,170.0
International,216.0
International,139.5
International,159.0
International,99.63
International,98.8
International,85.0
International,150.0
International,90.09
International,135.0
International,198.0
International,85.0
International,85.0
International,170.0
International,177.0
International,130.5
International,100.0
International,246.55
International,94.59
International,126.0
International,143.1
International,149.0
International,97.02
International,100.0
International,162.0
International,171.0
International,108.0
International,220.0
International,99.0
International,100.0
International,99.0
International,99.0
International,134.1
International,99.0
International,126.0
International,135.0
International,162.0
International,150.0
International,92.17
International,99.0
International,170.0
International,99.0
International,99.0
International,99.0
International,126.0
International,115.6
International,126.0
International,175.5
International,134.1
International,99.0
International,108.0
International,99.0
International,130.5
International,98.1
International,133.0
Portugal,126.0
International,135.0
International,126.0
International,126.0
International,114.0
International,135.0
International,108.0
International,90.09
International,126.0
International,99.0
International,100.8
International,150.0
International,99.0
International,89.1
International,136.8
International,99.0
International,165.0
International,135.0
International,125.0
International,135.0
International,126.0
International,135.0
International,135.0
International,100.0
International,126.0
Portugal,135.0
International,100.0
International,135.0
International,171.0
International,125.0
International,230.0
International,125.0
International,135.0
International,126.0
International,126.0
International,144.5
International,134.1
International,126.0
International,190.58
International,135.0
International,99.0
International,160.0
International,171.0
International,99.0
International,95.0
International,95.0
International,189.0
International,130.0
International,126.0
International,108.0
International,97.02
International,155.0
International,126.0
International,90.0
International,126.0
International,90.0
International,135.0
International,128.25
International,126.0
International,90.0
International,80.0
International,90.0
International,117.0
International,135.0
International,135.0
International,90.0
International,144.0
International,100.8
International,90.0
International,179.0
International,90.0
International,144.0
International,90.0
International,135.0
International,90.0
International,90.0
International,90.0
International,90.0
International,136.0
International,90.0
International,90.0
International,90.0
International,90.0
International,105.0
International,108.0
International,100.8
International,189.0
International,126.0
International,170.0
International,170.0
Portugal,130.0
International,164.0
International,141.55
International,178.2
International,130.0
International,166.67
International,80.1
International,80.1
International,90.0
International,97.02
International,85.0
International,130.5
International,100.8
International,80.1
International,108.0
International,90.0
International,154.5
International,117.0
International,135.0
International,126.0
Portugal,150.0
Portugal,65.0
Portugal,69.5
Portugal,74.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,95.0
Portugal,104.0
International,216.0
Portugal,95.0
International,120.0
Portugal,95.0
International,128.44
International,125.8
International,135.0
International,89.1
International,89.1
International,130.0
International,117.0
International,108.0
International,83.16
International,108.0
International,190.0
International,117.0
International,130.0
International,92.17
International,144.0
International,122.4
International,130.0
International,153.0
International,150.0
International,169.0
International,135.0
International,85.0
International,170.0
International,126.0
International,180.0
International,130.0
International,98.1
International,106.0
International,173.7
International,117.0
Portugal,95.0
International,185.0
International,175.0
Portugal,130.0
Portugal,110.5
International,98.1
International,510.0
International,110.0
International,139.5
International,117.0
International,260.0
International,150.0
Portugal,80.1
International,89.1
International,89.1
International,89.1
International,210.0
International,179.0
International,89.1
International,108.0
