hotel,origin,adr
City Hotel,International,73.35
City Hotel,International,73.35
City Hotel,International,73.35
City Hotel,International,68.07
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,International,60.98
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,Portugal,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,Portugal,115.0
City Hotel,International,85.0
City Hotel,International,147.9
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,79.2
City Hotel,International,83.8
City Hotel,International,68.0
City Hotel,International,68.0
City Hotel,International,116.0
City Hotel,International,74.8
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,Portugal,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,98.0
City Hotel,Portugal,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,111.0
City Hotel,International,101.51
City Hotel,Portugal,79.2
City Hotel,International,73.35
City Hotel,Portugal,99.0
City Hotel,International,75.0
City Hotel,International,109.8
City Hotel,International,75.0
City Hotel,International,93.6
City Hotel,Portugal,79.2
City Hotel,International,85.0
City Hotel,International,63.0
City Hotel,Portugal,98.1
City Hotel,Portugal,75.0
City Hotel,International,85.0
City Hotel,Portugal,92.67
City Hotel,International,63.58
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,72.0
City Hotel,International,75.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,Portugal,85.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,68.0
City Hotel,International,91.67
City Hotel,Portugal,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,Portugal,75.0
City Hotel,International,95.0
City Hotel,International,88.0
City Hotel,International,91.38
City Hotel,International,75.0
City Hotel,International,94.0
City Hotel,International,94.0
City Hotel,International,94.0
City Hotel,International,75.0
City Hotel,International,100.67
City Hotel,Portugal,79.75
City Hotel,Portugal,86.4
City Hotel,Portugal,86.4
City Hotel,International,86.7
City Hotel,International,86.4
City Hotel,International,74.88
City Hotel,International,79.2
City Hotel,International,85.0
City Hotel,International,88.0
City Hotel,International,92.54
City Hotel,International,86.4
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,88.0
City Hotel,International,70.41
City Hotel,International,85.0
City Hotel,International,72.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,Portugal,86.0
City Hotel,International,98.8
City Hotel,International,75.0
City Hotel,International,120.0
City Hotel,International,64.37
City Hotel,Portugal,140.0
City Hotel,International,61.53
City Hotel,International,75.0
City Hotel,International,57.6
City Hotel,International,75.0
City Hotel,International,98.8
City Hotel,International,75.0
City Hotel,International,88.0
City Hotel,International,61.88
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,Portugal,102.6
City Hotel,International,91.38
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,Portugal,75.2
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,79.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,82.13
City Hotel,International,86.4
City Hotel,International,81.67
City Hotel,Portugal,75.0
City Hotel,Portugal,91.38
City Hotel,International,75.0
City Hotel,Portugal,103.0
City Hotel,Portugal,88.0
City Hotel,International,74.8
City Hotel,International,123.68
City Hotel,International,88.4
City Hotel,International,87.78
City Hotel,International,88.0
City Hotel,International,165.0
City Hotel,Portugal,65.6
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.2
City Hotel,Portugal,65.0
City Hotel,Portugal,67.0
City Hotel,International,120.7
City Hotel,International,75.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,International,72.0
City Hotel,International,88.4
City Hotel,International,100.0
City Hotel,Portugal,98.0
City Hotel,International,98.0
City Hotel,International,74.8
City Hotel,International,95.0
City Hotel,International,95.0
City Hotel,International,95.0
City Hotel,Portugal,152.0
City Hotel,International,80.08
City Hotel,Portugal,79.0
City Hotel,Portugal,75.0
City Hotel,International,75.0
City Hotel,International,99.51
City Hotel,International,97.75
City Hotel,International,97.75
City Hotel,International,88.4
City Hotel,International,68.07
City Hotel,International,72.0
City Hotel,International,97.54
City Hotel,International,77.78
City Hotel,International,114.3
City Hotel,International,71.1
City Hotel,Portugal,91.2
City Hotel,International,71.1
City Hotel,International,77.0
City Hotel,International,116.67
City Hotel,International,79.75
City Hotel,International,104.0
City Hotel,International,78.3
City Hotel,International,78.3
City Hotel,International,78.3
City Hotel,International,78.3
City Hotel,International,88.0
City Hotel,International,78.3
City Hotel,Portugal,111.0
City Hotel,International,78.3
City Hotel,International,80.07
City Hotel,International,78.3
City Hotel,Portugal,67.0
City Hotel,Portugal,67.0
City Hotel,International,78.3
City Hotel,International,78.3
City Hotel,International,78.3
City Hotel,International,78.3
City Hotel,International,85.0
City Hotel,Portugal,181.0
City Hotel,International,90.0
City Hotel,Portugal,105.0
City Hotel,Portugal,161.0
City Hotel,Portugal,76.0
City Hotel,Portugal,76.0
City Hotel,Portugal,121.88
City Hotel,Portugal,85.05
City Hotel,International,74.8
City Hotel,International,119.0
City Hotel,International,88.4
City Hotel,International,75.0
City Hotel,Portugal,104.0
City Hotel,Portugal,93.6
City Hotel,International,75.0
City Hotel,Portugal,67.0
City Hotel,International,78.3
City Hotel,International,104.0
City Hotel,Portugal,67.0
City Hotel,International,88.4
City Hotel,Portugal,67.0
City Hotel,Portugal,55.76
City Hotel,Portugal,95.0
City Hotel,Portugal,161.0
City Hotel,Portugal,59.03
City Hotel,International,75.0
City Hotel,International,68.0
City Hotel,International,77.0
City Hotel,International,63.75
City Hotel,International,92.65
City Hotel,International,72.0
City Hotel,International,110.7
City Hotel,Portugal,104.0
City Hotel,International,95.0
City Hotel,International,95.38
City Hotel,International,95.38
City Hotel,International,95.38
City Hotel,International,95.38
City Hotel,International,95.38
City Hotel,International,78.23
City Hotel,International,91.38
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,64.56
City Hotel,International,64.56
City Hotel,International,68.0
City Hotel,International,79.2
City Hotel,Portugal,95.0
City Hotel,International,115.55
City Hotel,Portugal,80.0
City Hotel,International,74.54
City Hotel,International,105.0
City Hotel,International,68.07
City Hotel,International,68.07
City Hotel,International,68.0
City Hotel,International,79.2
City Hotel,International,93.6
City Hotel,International,93.6
City Hotel,International,93.6
City Hotel,International,86.4
City Hotel,International,105.0
City Hotel,International,75.0
City Hotel,Portugal,124.0
City Hotel,Portugal,83.13
City Hotel,Portugal,113.0
City Hotel,Portugal,83.13
City Hotel,Portugal,113.0
City Hotel,Portugal,79.2
City Hotel,International,88.29
City Hotel,International,93.6
City Hotel,International,105.0
City Hotel,International,88.0
City Hotel,Portugal,89.0
City Hotel,Portugal,95.0
City Hotel,International,68.26
City Hotel,International,124.5
City Hotel,Portugal,156.6
City Hotel,International,97.4
City Hotel,Portugal,144.8
City Hotel,Portugal,153.8
City Hotel,Portugal,144.8
City Hotel,International,107.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,International,93.6
City Hotel,International,90.0
City Hotel,International,91.38
City Hotel,International,75.0
City Hotel,International,104.0
City Hotel,International,74.88
City Hotel,International,90.0
City Hotel,International,90.0
City Hotel,International,79.2
City Hotel,Portugal,95.0
City Hotel,International,81.0
City Hotel,International,153.0
City Hotel,International,90.0
City Hotel,International,79.2
City Hotel,International,93.6
City Hotel,International,90.0
City Hotel,International,74.8
City Hotel,Portugal,20.0
City Hotel,International,79.2
City Hotel,International,64.56
City Hotel,International,79.2
City Hotel,International,101.36
City Hotel,International,90.0
City Hotel,International,90.0
City Hotel,Portugal,68.07
City Hotel,Portugal,79.2
City Hotel,International,94.5
City Hotel,International,67.5
City Hotel,Portugal,108.67
City Hotel,International,79.2
City Hotel,International,126.0
City Hotel,International,79.2
City Hotel,International,91.38
City Hotel,International,86.4
City Hotel,International,100.38
City Hotel,International,104.0
City Hotel,International,68.0
City Hotel,International,72.0
City Hotel,International,74.8
City Hotel,International,98.13
City Hotel,International,74.8
City Hotel,International,75.0
City Hotel,International,104.0
City Hotel,International,104.0
City Hotel,International,122.1
City Hotel,Portugal,98.8
City Hotel,International,125.0
City Hotel,International,92.65
City Hotel,International,81.0
City Hotel,International,89.55
City Hotel,International,90.0
City Hotel,International,108.67
City Hotel,International,75.0
City Hotel,International,96.9
City Hotel,International,96.9
City Hotel,International,96.9
City Hotel,International,68.07
City Hotel,International,68.07
City Hotel,Portugal,150.07
City Hotel,International,174.0
City Hotel,International,88.0
City Hotel,Portugal,84.0
City Hotel,International,129.2
City Hotel,Portugal,57.59
City Hotel,International,77.0
City Hotel,International,77.0
City Hotel,International,77.0
City Hotel,International,72.0
City Hotel,International,73.37
City Hotel,Portugal,98.0
City Hotel,International,79.2
City Hotel,International,72.0
City Hotel,International,90.0
City Hotel,International,154.0
City Hotel,International,131.5
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,68.07
City Hotel,International,57.59
City Hotel,International,75.0
City Hotel,International,68.67
City Hotel,International,105.0
City Hotel,International,90.0
City Hotel,International,130.33
City Hotel,International,84.6
City Hotel,International,77.0
City Hotel,International,97.0
City Hotel,International,93.6
City Hotel,International,103.87
City Hotel,International,88.0
City Hotel,Portugal,79.0
City Hotel,Portugal,68.0
City Hotel,International,75.0
City Hotel,International,65.0
City Hotel,International,78.0
City Hotel,Portugal,4.5
City Hotel,International,103.0
City Hotel,International,75.0
City Hotel,International,96.0
City Hotel,Portugal,65.0
City Hotel,Portugal,79.0
City Hotel,International,75.0
City Hotel,International,79.0
City Hotel,Portugal,79.0
City Hotel,Portugal,79.0
City Hotel,Portugal,80.0
City Hotel,Portugal,65.0
City Hotel,Portugal,79.0
City Hotel,Portugal,79.0
City Hotel,Portugal,89.0
City Hotel,Portugal,89.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,65.0
City Hotel,International,80.0
City Hotel,International,65.0
City Hotel,International,117.3
City Hotel,International,85.0
City Hotel,International,80.0
City Hotel,International,82.35
City Hotel,International,75.0
City Hotel,International,65.0
City Hotel,International,79.0
City Hotel,International,80.0
City Hotel,International,150.0
City Hotel,Portugal,57.59
City Hotel,Portugal,65.0
City Hotel,International,79.0
City Hotel,International,95.0
City Hotel,Portugal,103.0
City Hotel,International,75.2
City Hotel,International,75.2
City Hotel,International,65.0
City Hotel,International,106.33
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,International,65.0
City Hotel,Portugal,75.0
City Hotel,International,68.76
City Hotel,International,68.0
City Hotel,International,88.4
City Hotel,Portugal,75.51
City Hotel,International,80.0
City Hotel,International,65.0
City Hotel,International,90.0
City Hotel,International,65.0
City Hotel,International,106.33
City Hotel,Portugal,70.82
City Hotel,International,74.8
City Hotel,Portugal,79.2
City Hotel,International,80.2
City Hotel,International,65.0
City Hotel,International,88.4
City Hotel,International,65.0
City Hotel,International,90.78
City Hotel,International,68.0
City Hotel,International,90.0
City Hotel,International,142.0
City Hotel,International,98.33
City Hotel,International,98.33
City Hotel,International,88.2
City Hotel,International,93.0
City Hotel,International,89.89
City Hotel,International,65.0
City Hotel,International,80.0
City Hotel,International,80.0
City Hotel,Portugal,98.0
City Hotel,International,68.0
City Hotel,International,85.0
City Hotel,International,65.0
City Hotel,Portugal,65.0
City Hotel,International,80.0
City Hotel,International,96.0
City Hotel,Portugal,89.89
City Hotel,International,65.0
City Hotel,Portugal,73.0
City Hotel,Portugal,75.0
City Hotel,Portugal,73.0
City Hotel,Portugal,64.0
City Hotel,International,91.38
City Hotel,International,65.0
City Hotel,International,89.89
City Hotel,International,65.0
City Hotel,International,169.75
City Hotel,International,81.0
City Hotel,International,81.0
City Hotel,International,76.0
City Hotel,International,76.0
City Hotel,International,76.0
City Hotel,International,81.0
City Hotel,International,76.0
City Hotel,International,81.0
City Hotel,International,76.0
City Hotel,International,81.0
City Hotel,International,75.0
City Hotel,International,65.0
City Hotel,International,77.0
City Hotel,International,79.2
City Hotel,International,96.9
City Hotel,International,88.22
City Hotel,International,68.07
City Hotel,International,72.07
City Hotel,International,75.0
City Hotel,Portugal,98.1
City Hotel,International,98.1
City Hotel,International,71.25
City Hotel,International,88.4
City Hotel,International,138.33
City Hotel,International,106.33
City Hotel,Portugal,88.0
City Hotel,International,49.59
City Hotel,International,49.59
City Hotel,International,75.0
City Hotel,Portugal,174.0
City Hotel,International,66.71
City Hotel,International,89.59
City Hotel,International,63.2
City Hotel,International,154.0
City Hotel,International,88.4
City Hotel,International,88.0
City Hotel,International,90.0
City Hotel,International,88.4
City Hotel,Portugal,70.4
City Hotel,International,90.0
City Hotel,International,90.0
City Hotel,International,104.0
City Hotel,International,88.0
City Hotel,International,80.79
City Hotel,International,88.0
City Hotel,International,68.0
City Hotel,International,90.0
City Hotel,International,94.0
City Hotel,International,67.76
City Hotel,International,148.2
City Hotel,International,96.0
City Hotel,International,73.95
City Hotel,International,83.8
City Hotel,International,122.0
City Hotel,Portugal,85.0
City Hotel,Portugal,142.0
City Hotel,International,174.0
City Hotel,International,82.2
City Hotel,International,103.7
City Hotel,International,74.8
City Hotel,International,77.86
City Hotel,International,77.86
City Hotel,International,60.98
City Hotel,International,68.0
City Hotel,International,75.0
City Hotel,International,116.33
City Hotel,International,117.5
City Hotel,International,91.8
City Hotel,International,93.6
City Hotel,International,91.8
City Hotel,International,91.8
City Hotel,International,59.84
City Hotel,International,85.0
City Hotel,International,72.0
City Hotel,Portugal,85.0
City Hotel,International,66.18
City Hotel,International,85.0
City Hotel,Portugal,156.33
City Hotel,International,93.6
City Hotel,International,88.4
City Hotel,International,88.0
City Hotel,International,75.0
City Hotel,International,88.0
City Hotel,International,66.88
City Hotel,International,105.0
City Hotel,International,69.36
City Hotel,International,72.0
City Hotel,International,85.0
City Hotel,International,75.0
City Hotel,International,190.0
City Hotel,Portugal,85.0
City Hotel,Portugal,89.0
City Hotel,International,91.8
City Hotel,Portugal,79.2
City Hotel,Portugal,79.2
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,International,88.0
City Hotel,International,105.9
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,126.0
City Hotel,Portugal,166.5
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,International,101.1
City Hotel,Portugal,85.0
City Hotel,International,75.0
City Hotel,International,68.45
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,International,114.0
City Hotel,International,66.18
City Hotel,International,102.6
City Hotel,International,91.8
City Hotel,International,88.4
City Hotel,Portugal,85.0
City Hotel,International,157.5
City Hotel,International,66.18
City Hotel,Portugal,85.0
City Hotel,International,91.5
City Hotel,International,85.0
City Hotel,International,66.18
City Hotel,International,129.33
City Hotel,Portugal,85.0
City Hotel,International,66.88
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,64.67
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,106.25
City Hotel,International,85.78
City Hotel,International,88.0
City Hotel,International,88.4
City Hotel,International,99.2
City Hotel,International,111.5
City Hotel,International,57.6
City Hotel,International,75.0
City Hotel,International,100.0
City Hotel,International,79.2
City Hotel,International,80.0
City Hotel,International,110.7
City Hotel,International,122.19
City Hotel,International,74.8
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,98.0
City Hotel,International,74.8
City Hotel,International,189.0
City Hotel,International,79.2
City Hotel,International,88.2
City Hotel,International,93.6
City Hotel,International,48.5
City Hotel,International,68.07
City Hotel,International,88.0
City Hotel,International,88.0
City Hotel,International,104.0
City Hotel,International,74.8
City Hotel,Portugal,128.0
City Hotel,International,129.0
City Hotel,Portugal,88.0
City Hotel,International,83.04
City Hotel,International,62.64
City Hotel,International,71.64
City Hotel,International,78.3
City Hotel,International,114.0
City Hotel,International,114.0
City Hotel,International,96.0
City Hotel,Portugal,67.0
City Hotel,Portugal,67.0
City Hotel,International,104.0
City Hotel,International,79.2
City Hotel,International,79.2
City Hotel,International,118.8
City Hotel,International,118.8
City Hotel,International,109.0
City Hotel,Portugal,105.0
City Hotel,International,96.0
City Hotel,International,96.0
City Hotel,International,96.0
City Hotel,International,96.0
City Hotel,International,96.0
City Hotel,International,96.0
City Hotel,International,75.0
City Hotel,International,79.2
City Hotel,International,96.0
City Hotel,International,73.95
City Hotel,International,75.0
City Hotel,International,88.0
City Hotel,International,88.2
City Hotel,International,185.33
City Hotel,International,77.86
City Hotel,International,77.86
City Hotel,International,88.69
City Hotel,International,103.67
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,185.33
City Hotel,International,89.0
City Hotel,International,94.8
City Hotel,International,54.09
City Hotel,Portugal,68.0
City Hotel,International,97.4
City Hotel,International,88.4
City Hotel,International,93.8
City Hotel,International,64.67
City Hotel,International,116.8
City Hotel,International,100.33
City Hotel,International,130.9
City Hotel,International,100.33
City Hotel,Portugal,88.0
City Hotel,International,147.9
City Hotel,International,71.64
City Hotel,International,109.0
City Hotel,International,88.0
City Hotel,International,97.0
City Hotel,International,87.3
City Hotel,International,74.8
City Hotel,International,104.0
City Hotel,International,106.89
City Hotel,International,75.0
City Hotel,International,63.0
City Hotel,International,88.0
City Hotel,International,124.0
City Hotel,International,93.6
City Hotel,International,60.98
City Hotel,International,97.0
City Hotel,International,70.0
City Hotel,International,126.0
City Hotel,International,88.0
City Hotel,International,88.0
City Hotel,International,88.0
City Hotel,International,89.89
City Hotel,International,87.78
City Hotel,Portugal,88.0
City Hotel,International,89.89
City Hotel,International,237.75
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,93.6
City Hotel,International,96.9
City Hotel,Portugal,87.2
City Hotel,International,88.0
City Hotel,International,93.6
City Hotel,International,78.3
City Hotel,International,93.6
City Hotel,International,107.09
City Hotel,International,70.72
City Hotel,International,63.75
City Hotel,International,76.29
City Hotel,International,89.89
City Hotel,Portugal,174.0
City Hotel,Portugal,68.07
City Hotel,Portugal,154.0
City Hotel,International,69.36
City Hotel,International,88.0
City Hotel,International,110.2
City Hotel,Portugal,18.0
City Hotel,International,75.0
City Hotel,International,66.71
City Hotel,International,88.0
City Hotel,Portugal,88.0
City Hotel,Portugal,80.0
City Hotel,International,88.0
City Hotel,International,88.4
City Hotel,International,104.0
City Hotel,International,104.0
City Hotel,International,79.2
City Hotel,Portugal,79.2
City Hotel,International,79.0
City Hotel,International,68.0
City Hotel,International,68.0
City Hotel,International,156.9
City Hotel,International,104.0
City Hotel,International,90.0
City Hotel,International,72.75
City Hotel,International,72.75
City Hotel,International,147.9
City Hotel,International,72.38
City Hotel,International,88.0
City Hotel,Portugal,57.6
City Hotel,International,88.0
City Hotel,International,79.2
City Hotel,International,98.0
City Hotel,International,78.0
City Hotel,International,94.0
City Hotel,International,104.0
City Hotel,International,114.0
City Hotel,International,88.0
City Hotel,International,88.4
City Hotel,International,120.7
City Hotel,International,108.0
City Hotel,International,165.6
City Hotel,International,89.59
City Hotel,International,110.7
City Hotel,International,88.4
City Hotel,International,68.0
City Hotel,International,88.4
City Hotel,Portugal,122.6
City Hotel,International,79.0
City Hotel,International,79.0
City Hotel,International,103.7
City Hotel,International,79.2
City Hotel,International,103.7
City Hotel,International,72.38
City Hotel,International,83.2
City Hotel,Portugal,74.8
City Hotel,International,68.0
City Hotel,International,65.6
City Hotel,International,75.05
City Hotel,International,104.0
City Hotel,International,81.56
City Hotel,Portugal,105.0
City Hotel,International,97.75
City Hotel,International,98.0
City Hotel,Portugal,89.14
City Hotel,International,75.08
City Hotel,International,82.0
City Hotel,Portugal,75.0
City Hotel,International,89.89
City Hotel,International,83.3
City Hotel,International,54.71
City Hotel,International,154.0
City Hotel,International,97.4
City Hotel,International,71.8
City Hotel,International,88.4
City Hotel,International,65.76
City Hotel,International,105.9
City Hotel,International,70.88
City Hotel,International,75.0
City Hotel,International,79.2
City Hotel,International,74.8
City Hotel,International,126.0
City Hotel,International,106.33
City Hotel,Portugal,89.39
City Hotel,International,79.2
City Hotel,International,85.05
City Hotel,Portugal,84.0
City Hotel,International,79.2
City Hotel,International,108.0
City Hotel,Portugal,81.88
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,86.4
City Hotel,International,90.0
City Hotel,International,94.5
City Hotel,International,101.18
City Hotel,International,82.44
City Hotel,International,82.44
City Hotel,International,68.07
City Hotel,Portugal,65.0
City Hotel,Portugal,111.0
City Hotel,International,88.2
City Hotel,Portugal,65.0
City Hotel,International,98.1
City Hotel,Portugal,131.0
City Hotel,International,118.8
City Hotel,International,105.0
City Hotel,Portugal,91.6
City Hotel,International,74.8
City Hotel,International,54.71
City Hotel,International,106.33
City Hotel,International,119.8
City Hotel,Portugal,102.6
City Hotel,International,105.0
City Hotel,Portugal,190.0
City Hotel,International,102.79
City Hotel,Portugal,65.0
City Hotel,International,106.33
City Hotel,Portugal,181.0
City Hotel,International,78.15
City Hotel,International,79.2
City Hotel,Portugal,75.0
City Hotel,Portugal,111.0
City Hotel,International,105.0
City Hotel,International,100.6
City Hotel,International,89.89
City Hotel,Portugal,105.0
City Hotel,International,108.67
City Hotel,International,140.0
City Hotel,International,96.91
City Hotel,International,104.55
City Hotel,International,73.95
City Hotel,International,73.95
City Hotel,International,93.6
City Hotel,International,94.51
City Hotel,International,100.0
City Hotel,International,73.95
City Hotel,International,73.95
City Hotel,International,93.6
City Hotel,International,93.6
City Hotel,International,93.6
City Hotel,International,77.78
City Hotel,Portugal,79.2
City Hotel,International,75.0
City Hotel,International,96.9
City Hotel,Portugal,75.0
City Hotel,Portugal,140.0
City Hotel,International,126.0
City Hotel,Portugal,67.68
City Hotel,International,74.88
City Hotel,International,150.67
City Hotel,International,102.6
City Hotel,International,92.65
City Hotel,International,68.0
City Hotel,International,79.2
City Hotel,International,81.9
City Hotel,International,82.44
City Hotel,International,68.0
City Hotel,Portugal,68.0
City Hotel,International,82.44
City Hotel,International,96.9
City Hotel,International,68.0
City Hotel,International,88.4
City Hotel,Portugal,94.93
City Hotel,Portugal,86.93
City Hotel,Portugal,94.93
City Hotel,Portugal,68.0
City Hotel,International,68.0
City Hotel,Portugal,68.0
City Hotel,International,182.18
City Hotel,Portugal,202.0
City Hotel,Portugal,68.0
City Hotel,International,68.07
City Hotel,International,88.4
City Hotel,International,75.0
City Hotel,International,105.0
City Hotel,International,101.38
City Hotel,International,79.2
City Hotel,Portugal,88.8
City Hotel,International,165.6
City Hotel,International,113.87
City Hotel,International,113.87
City Hotel,International,78.3
City Hotel,Portugal,156.6
City Hotel,International,178.0
City Hotel,International,79.2
City Hotel,International,104.05
City Hotel,Portugal,75.0
City Hotel,International,92.65
City Hotel,International,88.0
City Hotel,International,146.5
City Hotel,Portugal,68.0
City Hotel,International,138.6
City Hotel,Portugal,68.0
City Hotel,International,102.6
City Hotel,International,128.0
City Hotel,Portugal,108.88
City Hotel,Portugal,104.0
City Hotel,Portugal,87.0
City Hotel,Portugal,68.0
City Hotel,International,68.0
City Hotel,International,68.0
City Hotel,Portugal,68.0
City Hotel,International,96.6
City Hotel,Portugal,95.0
City Hotel,International,92.67
City Hotel,Portugal,108.67
City Hotel,International,68.0
City Hotel,International,75.0
City Hotel,Portugal,101.0
City Hotel,Portugal,101.0
City Hotel,International,78.3
City Hotel,International,68.47
City Hotel,International,75.0
City Hotel,International,102.6
City Hotel,International,93.6
City Hotel,International,95.4
City Hotel,Portugal,103.5
City Hotel,International,96.9
City Hotel,Portugal,92.65
City Hotel,Portugal,92.65
City Hotel,International,88.26
City Hotel,Portugal,75.0
City Hotel,International,133.0
City Hotel,Portugal,133.0
City Hotel,International,124.0
City Hotel,International,108.67
City Hotel,Portugal,87.72
City Hotel,International,75.0
City Hotel,International,121.0
City Hotel,Portugal,80.33
City Hotel,International,128.0
City Hotel,International,120.7
City Hotel,International,92.67
City Hotel,International,75.0
City Hotel,International,68.0
City Hotel,International,79.2
City Hotel,International,83.8
City Hotel,International,90.0
City Hotel,Portugal,131.5
City Hotel,International,72.0
City Hotel,International,68.0
City Hotel,Portugal,107.5
City Hotel,International,100.47
City Hotel,Portugal,119.0
City Hotel,International,88.0
City Hotel,International,104.0
City Hotel,International,104.0
City Hotel,International,104.0
City Hotel,International,104.0
City Hotel,International,96.0
City Hotel,International,100.38
City Hotel,International,78.3
City Hotel,Portugal,80.0
City Hotel,International,78.3
City Hotel,Portugal,80.0
City Hotel,International,80.0
City Hotel,Portugal,80.0
City Hotel,International,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,International,96.9
City Hotel,Portugal,89.0
City Hotel,International,88.4
City Hotel,Portugal,91.38
City Hotel,International,88.0
City Hotel,International,90.0
City Hotel,International,88.4
City Hotel,International,107.5
City Hotel,International,74.8
City Hotel,International,93.6
City Hotel,International,118.67
City Hotel,International,60.98
City Hotel,International,79.2
City Hotel,International,92.67
City Hotel,International,93.6
City Hotel,International,88.4
City Hotel,International,138.0
City Hotel,Portugal,92.65
City Hotel,Portugal,68.0
City Hotel,International,80.0
City Hotel,International,96.0
City Hotel,International,81.09
City Hotel,International,91.38
City Hotel,International,79.2
City Hotel,International,143.0
City Hotel,International,90.0
City Hotel,International,96.0
City Hotel,International,96.0
City Hotel,International,96.9
City Hotel,International,90.1
City Hotel,Portugal,86.78
City Hotel,International,104.0
City Hotel,International,90.33
City Hotel,International,90.33
City Hotel,International,88.0
City Hotel,International,88.0
City Hotel,International,97.0
City Hotel,Portugal,103.5
City Hotel,Portugal,114.0
City Hotel,International,63.75
City Hotel,International,79.2
City Hotel,International,125.33
City Hotel,International,90.78
City Hotel,International,90.38
City Hotel,International,108.0
City Hotel,International,99.88
City Hotel,International,79.2
City Hotel,International,88.0
City Hotel,Portugal,79.0
City Hotel,International,87.0
City Hotel,International,97.0
City Hotel,International,98.0
City Hotel,International,79.0
City Hotel,Portugal,87.0
City Hotel,Portugal,89.0
City Hotel,Portugal,104.0
City Hotel,Portugal,110.0
City Hotel,Portugal,95.0
City Hotel,Portugal,80.0
City Hotel,Portugal,88.2
City Hotel,International,79.0
City Hotel,Portugal,90.78
City Hotel,International,96.0
City Hotel,International,132.39
City Hotel,International,89.89
City Hotel,Portugal,79.0
City Hotel,Portugal,84.0
City Hotel,International,88.0
City Hotel,International,89.89
City Hotel,International,68.07
City Hotel,International,75.0
City Hotel,International,75.0
City Hotel,International,46.63
City Hotel,International,65.11
City Hotel,International,46.63
City Hotel,International,84.6
City Hotel,International,76.5
City Hotel,Portugal,65.0
City Hotel,International,88.0
City Hotel,International,89.5
City Hotel,International,79.0
City Hotel,International,79.0
City Hotel,International,98.0
City Hotel,International,131.0
City Hotel,Portugal,106.0
City Hotel,International,75.2
