previous_cancellations_group,adr
0 cancellations,53.38
0 cancellations,165.67
0 cancellations,109.8
0 cancellations,88.92
0 cancellations,126.0
0 cancellations,56.38
0 cancellations,72.75
0 cancellations,79.0
0 cancellations,117.6
0 cancellations,68.3
0 cancellations,88.92
0 cancellations,53.38
0 cancellations,156.67
0 cancellations,62.8
0 cancellations,65.0
0 cancellations,131.48
0 cancellations,65.0
0 cancellations,104.55
0 cancellations,38.67
0 cancellations,73.83
0 cancellations,60.0
0 cancellations,60.0
0 cancellations,68.0
0 cancellations,94.0
0 cancellations,89.0
0 cancellations,152.33
0 cancellations,100.6
0 cancellations,152.45
0 cancellations,84.45
0 cancellations,41.46
0 cancellations,208.0
0 cancellations,62.8
0 cancellations,94.0
0 cancellations,138.0
0 cancellations,199.5
0 cancellations,186.4
0 cancellations,110.0
0 cancellations,67.5
0 cancellations,192.67
0 cancellations,62.38
0 cancellations,135.67
0 cancellations,62.8
0 cancellations,182.0
0 cancellations,119.0
0 cancellations,89.0
0 cancellations,102.58
0 cancellations,123.67
0 cancellations,102.58
0 cancellations,102.58
0 cancellations,59.5
0 cancellations,65.0
0 cancellations,68.5
0 cancellations,65.0
0 cancellations,60.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,67.5
0 cancellations,95.0
0 cancellations,134.0
0 cancellations,58.0
0 cancellations,58.0
0 cancellations,102.58
0 cancellations,192.67
0 cancellations,141.0
0 cancellations,140.1
0 cancellations,164.67
0 cancellations,70.0
0 cancellations,59.5
0 cancellations,118.16
0 cancellations,116.1
0 cancellations,68.55
0 cancellations,100.0
0 cancellations,80.1
0 cancellations,61.5
0 cancellations,153.3
0 cancellations,58.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,137.0
0 cancellations,99.15
0 cancellations,107.1
0 cancellations,117.9
0 cancellations,58.0
0 cancellations,101.0
0 cancellations,119.0
0 cancellations,123.3
0 cancellations,154.8
0 cancellations,176.0
0 cancellations,104.65
0 cancellations,98.0
0 cancellations,120.9
0 cancellations,65.0
0 cancellations,43.33
0 cancellations,58.0
0 cancellations,64.08
0 cancellations,101.0
0 cancellations,69.5
0 cancellations,101.0
0 cancellations,101.0
0 cancellations,107.1
0 cancellations,100.0
0 cancellations,90.9
0 cancellations,79.0
0 cancellations,80.1
0 cancellations,71.3
0 cancellations,84.0
0 cancellations,174.9
0 cancellations,85.0
0 cancellations,136.5
0 cancellations,89.0
0 cancellations,99.0
0 cancellations,150.0
0 cancellations,110.0
0 cancellations,69.12
0 cancellations,136.0
0 cancellations,172.0
0 cancellations,100.47
0 cancellations,107.0
0 cancellations,133.5
0 cancellations,107.0
0 cancellations,194.33
0 cancellations,107.0
0 cancellations,133.5
0 cancellations,53.5
0 cancellations,107.0
0 cancellations,107.0
0 cancellations,172.0
0 cancellations,86.0
0 cancellations,107.0
0 cancellations,128.0
0 cancellations,86.0
0 cancellations,107.0
0 cancellations,86.0
0 cancellations,86.0
0 cancellations,86.0
0 cancellations,86.0
0 cancellations,86.0
0 cancellations,119.0
0 cancellations,86.0
0 cancellations,107.0
0 cancellations,107.0
0 cancellations,86.0
0 cancellations,83.0
0 cancellations,101.0
0 cancellations,83.0
0 cancellations,56.0
0 cancellations,136.0
0 cancellations,79.15
0 cancellations,89.32
0 cancellations,103.5
0 cancellations,96.3
0 cancellations,101.0
0 cancellations,95.0
0 cancellations,119.0
0 cancellations,68.0
0 cancellations,70.0
0 cancellations,153.85
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,144.0
0 cancellations,141.33
0 cancellations,89.0
0 cancellations,73.92
0 cancellations,67.32
0 cancellations,88.0
0 cancellations,98.0
0 cancellations,89.0
0 cancellations,110.0
0 cancellations,94.0
0 cancellations,94.0
1–2 cancellations,79.0
1–2 cancellations,80.0
1–2 cancellations,80.0
1–2 cancellations,80.0
1–2 cancellations,80.0
1–2 cancellations,95.0
1–2 cancellations,95.0
1–2 cancellations,95.0
1–2 cancellations,95.0
0 cancellations,67.32
0 cancellations,82.92
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,55.0
0 cancellations,148.37
0 cancellations,60.29
0 cancellations,175.0
0 cancellations,38.67
0 cancellations,48.33
0 cancellations,163.0
0 cancellations,59.5
0 cancellations,128.0
0 cancellations,73.0
0 cancellations,80.1
0 cancellations,89.0
0 cancellations,87.3
0 cancellations,58.0
0 cancellations,46.67
0 cancellations,84.0
0 cancellations,147.0
0 cancellations,89.0
0 cancellations,147.0
0 cancellations,145.0
0 cancellations,99.0
0 cancellations,89.0
0 cancellations,125.0
0 cancellations,107.1
0 cancellations,145.28
0 cancellations,103.28
0 cancellations,85.85
0 cancellations,115.85
0 cancellations,85.85
0 cancellations,43.5
0 cancellations,69.7
0 cancellations,75.0
0 cancellations,69.7
0 cancellations,58.0
0 cancellations,105.0
0 cancellations,101.15
0 cancellations,101.15
0 cancellations,95.0
0 cancellations,104.0
0 cancellations,79.0
0 cancellations,91.5
0 cancellations,161.43
0 cancellations,113.5
0 cancellations,104.14
0 cancellations,84.15
0 cancellations,123.3
0 cancellations,82.45
0 cancellations,75.0
0 cancellations,80.75
0 cancellations,80.75
0 cancellations,91.45
0 cancellations,104.4
0 cancellations,82.45
0 cancellations,68.64
0 cancellations,68.64
0 cancellations,123.3
0 cancellations,103.28
0 cancellations,75.0
0 cancellations,85.85
0 cancellations,103.5
0 cancellations,93.0
0 cancellations,93.0
0 cancellations,98.33
0 cancellations,99.2
0 cancellations,58.9
0 cancellations,128.33
0 cancellations,106.0
0 cancellations,149.0
0 cancellations,85.85
0 cancellations,85.5
0 cancellations,80.75
0 cancellations,85.85
0 cancellations,82.45
0 cancellations,156.0
0 cancellations,138.0
0 cancellations,80.75
0 cancellations,98.6
0 cancellations,85.85
0 cancellations,141.0
0 cancellations,141.0
0 cancellations,85.85
0 cancellations,73.08
0 cancellations,73.08
0 cancellations,98.55
0 cancellations,65.0
0 cancellations,90.9
0 cancellations,65.0
0 cancellations,161.1
0 cancellations,114.04
0 cancellations,90.9
0 cancellations,109.1
0 cancellations,123.3
0 cancellations,78.86
0 cancellations,149.0
0 cancellations,159.0
0 cancellations,61.25
0 cancellations,126.0
0 cancellations,147.0
0 cancellations,174.6
0 cancellations,98.6
0 cancellations,115.77
0 cancellations,114.4
0 cancellations,80.75
0 cancellations,76.5
0 cancellations,94.49
0 cancellations,85.85
0 cancellations,80.1
0 cancellations,85.85
0 cancellations,67.0
0 cancellations,72.25
0 cancellations,82.45
0 cancellations,67.0
0 cancellations,81.25
0 cancellations,81.62
0 cancellations,95.36
0 cancellations,123.3
0 cancellations,54.46
0 cancellations,114.0
0 cancellations,253.67
0 cancellations,215.0
0 cancellations,90.47
0 cancellations,80.1
0 cancellations,104.4
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,99.0
0 cancellations,75.0
0 cancellations,6.0
0 cancellations,87.3
0 cancellations,75.42
0 cancellations,99.0
0 cancellations,99.0
0 cancellations,90.9
0 cancellations,68.42
0 cancellations,85.5
0 cancellations,57.5
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,57.5
0 cancellations,57.5
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,57.5
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,104.4
0 cancellations,84.65
0 cancellations,110.75
0 cancellations,99.0
0 cancellations,127.67
0 cancellations,82.45
0 cancellations,100.8
0 cancellations,129.0
0 cancellations,110.75
0 cancellations,110.75
0 cancellations,104.4
0 cancellations,123.3
0 cancellations,110.75
0 cancellations,110.75
0 cancellations,110.75
0 cancellations,67.22
0 cancellations,67.22
0 cancellations,117.9
0 cancellations,54.46
0 cancellations,90.9
0 cancellations,156.0
0 cancellations,89.78
0 cancellations,150.3
0 cancellations,117.9
0 cancellations,85.85
0 cancellations,85.85
0 cancellations,85.85
0 cancellations,74.83
0 cancellations,107.1
0 cancellations,99.0
0 cancellations,175.0
0 cancellations,90.9
0 cancellations,75.6
0 cancellations,85.5
0 cancellations,117.9
0 cancellations,63.55
0 cancellations,106.2
0 cancellations,89.0
0 cancellations,94.18
0 cancellations,82.45
0 cancellations,69.0
0 cancellations,80.75
0 cancellations,99.88
0 cancellations,150.3
0 cancellations,112.5
0 cancellations,107.1
0 cancellations,126.0
0 cancellations,92.7
0 cancellations,106.2
0 cancellations,96.3
0 cancellations,87.3
0 cancellations,87.3
0 cancellations,76.93
0 cancellations,106.2
0 cancellations,106.2
0 cancellations,90.95
0 cancellations,81.9
0 cancellations,71.0
0 cancellations,81.9
0 cancellations,99.88
0 cancellations,106.2
0 cancellations,96.3
0 cancellations,67.81
0 cancellations,96.3
0 cancellations,71.19
0 cancellations,71.19
0 cancellations,117.9
0 cancellations,128.6
0 cancellations,163.67
0 cancellations,75.65
0 cancellations,131.4
0 cancellations,71.0
0 cancellations,131.4
0 cancellations,72.25
0 cancellations,81.9
0 cancellations,75.34
0 cancellations,106.2
0 cancellations,103.28
0 cancellations,91.0
0 cancellations,110.24
0 cancellations,89.0
0 cancellations,87.3
0 cancellations,87.3
0 cancellations,99.0
0 cancellations,87.3
0 cancellations,119.0
0 cancellations,82.45
0 cancellations,119.0
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,95.0
0 cancellations,75.0
0 cancellations,95.0
0 cancellations,101.0
0 cancellations,117.0
0 cancellations,149.33
0 cancellations,82.45
0 cancellations,101.0
0 cancellations,101.27
0 cancellations,101.27
0 cancellations,150.3
0 cancellations,59.37
0 cancellations,203.4
0 cancellations,121.13
0 cancellations,101.72
0 cancellations,95.0
0 cancellations,143.22
0 cancellations,161.0
0 cancellations,140.0
0 cancellations,112.0
0 cancellations,77.77
0 cancellations,55.63
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,71.2
0 cancellations,71.2
0 cancellations,95.0
0 cancellations,105.0
0 cancellations,89.0
0 cancellations,112.5
0 cancellations,159.3
0 cancellations,96.0
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,99.9
0 cancellations,105.3
0 cancellations,89.0
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,99.9
0 cancellations,61.0
0 cancellations,82.45
0 cancellations,72.25
0 cancellations,84.0
0 cancellations,84.0
0 cancellations,102.3
0 cancellations,109.8
0 cancellations,137.0
0 cancellations,107.1
0 cancellations,137.0
0 cancellations,71.74
0 cancellations,119.51
0 cancellations,130.9
0 cancellations,130.9
0 cancellations,88.91
0 cancellations,95.2
0 cancellations,76.5
0 cancellations,94.0
0 cancellations,106.53
0 cancellations,76.5
0 cancellations,76.5
0 cancellations,89.0
0 cancellations,94.0
0 cancellations,87.3
0 cancellations,87.3
0 cancellations,68.53
0 cancellations,141.0
0 cancellations,89.0
0 cancellations,112.5
0 cancellations,80.75
0 cancellations,82.45
0 cancellations,89.0
0 cancellations,63.22
0 cancellations,76.0
0 cancellations,87.3
0 cancellations,95.0
0 cancellations,61.56
0 cancellations,61.56
0 cancellations,85.0
0 cancellations,87.13
0 cancellations,129.0
0 cancellations,96.3
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,75.0
0 cancellations,121.5
0 cancellations,90.3
0 cancellations,101.27
0 cancellations,104.0
0 cancellations,92.0
0 cancellations,75.0
0 cancellations,69.53
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,162.3
0 cancellations,104.0
0 cancellations,74.38
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,87.0
0 cancellations,92.0
0 cancellations,89.93
0 cancellations,104.0
0 cancellations,89.93
0 cancellations,87.0
0 cancellations,84.9
0 cancellations,92.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,92.65
0 cancellations,92.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,92.65
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,79.5
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,131.0
0 cancellations,107.78
0 cancellations,104.0
0 cancellations,90.0
0 cancellations,85.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,71.0
0 cancellations,92.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,128.7
0 cancellations,96.3
0 cancellations,92.0
0 cancellations,96.3
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,85.5
0 cancellations,80.75
0 cancellations,95.0
0 cancellations,105.0
0 cancellations,61.21
0 cancellations,73.9
0 cancellations,105.0
0 cancellations,75.0
0 cancellations,130.05
0 cancellations,95.0
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,95.0
0 cancellations,90.0
0 cancellations,85.5
0 cancellations,121.55
0 cancellations,80.75
0 cancellations,131.4
0 cancellations,91.0
0 cancellations,50.0
0 cancellations,70.0
0 cancellations,67.0
0 cancellations,72.72
0 cancellations,110.0
0 cancellations,90.0
0 cancellations,89.0
0 cancellations,90.0
0 cancellations,105.3
0 cancellations,76.0
0 cancellations,90.0
0 cancellations,71.0
0 cancellations,197.0
0 cancellations,107.25
0 cancellations,70.0
0 cancellations,153.0
0 cancellations,105.3
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,76.0
0 cancellations,80.75
0 cancellations,189.0
0 cancellations,95.2
0 cancellations,71.0
0 cancellations,90.0
0 cancellations,71.0
0 cancellations,90.0
0 cancellations,90.3
0 cancellations,106.25
0 cancellations,90.95
0 cancellations,92.8
0 cancellations,106.0
0 cancellations,101.0
0 cancellations,95.0
0 cancellations,79.5
0 cancellations,89.0
0 cancellations,99.45
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,76.0
0 cancellations,95.0
0 cancellations,88.2
0 cancellations,94.5
0 cancellations,84.0
0 cancellations,80.75
0 cancellations,85.5
0 cancellations,83.87
0 cancellations,96.3
0 cancellations,119.77
0 cancellations,95.0
0 cancellations,89.0
0 cancellations,64.67
0 cancellations,89.0
0 cancellations,177.3
0 cancellations,87.55
0 cancellations,87.55
0 cancellations,85.5
0 cancellations,101.0
0 cancellations,95.0
0 cancellations,53.3
0 cancellations,89.0
0 cancellations,129.33
0 cancellations,89.0
0 cancellations,100.72
0 cancellations,150.33
0 cancellations,135.9
0 cancellations,108.0
0 cancellations,89.0
0 cancellations,101.0
0 cancellations,101.0
0 cancellations,101.0
0 cancellations,95.5
0 cancellations,103.5
0 cancellations,185.57
0 cancellations,84.58
0 cancellations,105.3
0 cancellations,89.0
0 cancellations,6.0
0 cancellations,103.95
0 cancellations,85.5
0 cancellations,101.0
0 cancellations,92.17
0 cancellations,92.17
0 cancellations,99.45
0 cancellations,101.0
0 cancellations,110.8
0 cancellations,88.83
0 cancellations,116.0
0 cancellations,118.8
0 cancellations,64.68
0 cancellations,161.0
0 cancellations,114.0
0 cancellations,117.9
0 cancellations,89.0
0 cancellations,98.0
0 cancellations,119.0
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,99.3
0 cancellations,90.0
0 cancellations,146.0
0 cancellations,67.85
0 cancellations,131.0
0 cancellations,198.5
0 cancellations,171.3
0 cancellations,171.3
0 cancellations,104.0
0 cancellations,176.0
0 cancellations,105.83
0 cancellations,65.0
0 cancellations,128.7
0 cancellations,93.08
0 cancellations,113.4
0 cancellations,118.8
0 cancellations,94.25
0 cancellations,118.8
0 cancellations,118.8
0 cancellations,57.5
0 cancellations,57.5
0 cancellations,129.0
0 cancellations,119.0
0 cancellations,119.0
0 cancellations,57.5
0 cancellations,57.5
0 cancellations,179.91
0 cancellations,108.5
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,96.3
0 cancellations,96.3
0 cancellations,96.3
0 cancellations,65.0
0 cancellations,85.5
0 cancellations,108.45
0 cancellations,100.0
0 cancellations,137.7
0 cancellations,57.5
0 cancellations,137.7
0 cancellations,57.5
0 cancellations,211.0
0 cancellations,65.0
0 cancellations,85.5
0 cancellations,76.5
0 cancellations,107.95
0 cancellations,90.95
0 cancellations,90.0
0 cancellations,70.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,70.0
0 cancellations,90.0
0 cancellations,65.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,90.0
0 cancellations,153.0
0 cancellations,90.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,65.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,130.33
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,65.0
0 cancellations,70.0
0 cancellations,58.9
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,58.9
0 cancellations,58.9
0 cancellations,70.0
0 cancellations,99.45
0 cancellations,65.0
0 cancellations,100.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,137.7
0 cancellations,72.25
0 cancellations,70.0
0 cancellations,105.0
0 cancellations,130.05
0 cancellations,105.0
0 cancellations,96.3
0 cancellations,101.13
0 cancellations,128.35
0 cancellations,125.33
0 cancellations,82.45
0 cancellations,131.33
0 cancellations,63.49
0 cancellations,148.5
0 cancellations,70.0
0 cancellations,65.0
0 cancellations,112.5
0 cancellations,87.3
0 cancellations,221.39
0 cancellations,104.0
0 cancellations,89.0
0 cancellations,124.0
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,115.0
0 cancellations,89.0
0 cancellations,79.5
0 cancellations,79.5
0 cancellations,79.5
0 cancellations,88.65
0 cancellations,79.5
0 cancellations,90.3
0 cancellations,173.35
0 cancellations,90.95
0 cancellations,79.5
0 cancellations,118.8
0 cancellations,181.0
0 cancellations,99.45
0 cancellations,162.3
0 cancellations,84.9
0 cancellations,107.95
0 cancellations,71.67
0 cancellations,65.13
0 cancellations,107.95
0 cancellations,130.33
0 cancellations,75.0
0 cancellations,119.85
0 cancellations,118.8
0 cancellations,103.0
0 cancellations,137.7
0 cancellations,105.3
0 cancellations,115.8
0 cancellations,101.0
0 cancellations,96.3
0 cancellations,116.0
0 cancellations,118.0
0 cancellations,93.82
0 cancellations,85.5
0 cancellations,112.5
0 cancellations,97.41
0 cancellations,133.83
0 cancellations,80.75
0 cancellations,104.0
0 cancellations,173.35
0 cancellations,112.2
0 cancellations,119.0
0 cancellations,88.0
0 cancellations,95.7
0 cancellations,177.3
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,67.0
0 cancellations,65.0
0 cancellations,88.27
0 cancellations,112.2
0 cancellations,80.85
0 cancellations,99.0
0 cancellations,144.5
0 cancellations,78.0
0 cancellations,94.5
0 cancellations,85.5
0 cancellations,118.8
0 cancellations,131.0
0 cancellations,96.3
0 cancellations,104.0
0 cancellations,104.0
0 cancellations,105.3
0 cancellations,78.0
0 cancellations,78.0
0 cancellations,80.75
0 cancellations,78.0
0 cancellations,78.0
0 cancellations,80.75
0 cancellations,80.75
0 cancellations,80.75
0 cancellations,92.76
0 cancellations,75.0
0 cancellations,114.0
0 cancellations,161.0
0 cancellations,120.0
0 cancellations,94.5
0 cancellations,134.0
0 cancellations,94.5
0 cancellations,94.5
0 cancellations,119.0
0 cancellations,89.22
0 cancellations,75.0
0 cancellations,90.0
0 cancellations,136.0
0 cancellations,130.05
0 cancellations,119.0
0 cancellations,90.95
0 cancellations,58.14
0 cancellations,90.95
0 cancellations,97.02
0 cancellations,121.33
0 cancellations,137.7
0 cancellations,96.3
0 cancellations,104.0
0 cancellations,110.0
1–2 cancellations,119.0
0 cancellations,75.65
0 cancellations,96.3
0 cancellations,90.0
0 cancellations,96.3
0 cancellations,81.08
0 cancellations,65.0
0 cancellations,75.65
0 cancellations,76.5
0 cancellations,80.75
0 cancellations,80.75
0 cancellations,116.0
0 cancellations,76.5
0 cancellations,125.0
0 cancellations,104.0
0 cancellations,166.0
0 cancellations,90.0
0 cancellations,137.7
0 cancellations,90.0
0 cancellations,157.0
0 cancellations,89.0
0 cancellations,136.0
0 cancellations,90.0
0 cancellations,137.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,105.3
0 cancellations,90.0
0 cancellations,104.2
0 cancellations,90.0
0 cancellations,177.3
0 cancellations,90.0
0 cancellations,80.75
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,75.6
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,70.0
0 cancellations,129.0
0 cancellations,105.3
0 cancellations,119.0
0 cancellations,90.0
0 cancellations,126.0
0 cancellations,154.0
0 cancellations,126.0
0 cancellations,191.0
0 cancellations,103.5
0 cancellations,80.75
0 cancellations,101.0
0 cancellations,112.2
0 cancellations,96.3
0 cancellations,129.0
0 cancellations,105.3
0 cancellations,182.0
0 cancellations,89.0
0 cancellations,117.18
0 cancellations,103.95
0 cancellations,109.2
0 cancellations,129.0
0 cancellations,85.5
0 cancellations,119.0
0 cancellations,119.0
0 cancellations,128.7
0 cancellations,100.48
0 cancellations,129.67
0 cancellations,71.6
0 cancellations,157.0
0 cancellations,65.83
0 cancellations,108.5
0 cancellations,105.3
0 cancellations,76.58
0 cancellations,98.1
0 cancellations,99.45
0 cancellations,99.45
0 cancellations,89.25
0 cancellations,94.5
0 cancellations,123.5
0 cancellations,144.5
0 cancellations,125.2
0 cancellations,99.45
0 cancellations,146.2
0 cancellations,137.7
0 cancellations,113.1
0 cancellations,90.95
0 cancellations,165.0
0 cancellations,104.2
0 cancellations,80.39
0 cancellations,96.3
0 cancellations,96.3
0 cancellations,156.25
0 cancellations,147.25
0 cancellations,115.6
0 cancellations,144.67
0 cancellations,105.3
0 cancellations,121.5
0 cancellations,90.9
0 cancellations,90.9
0 cancellations,90.9
0 cancellations,72.75
0 cancellations,96.3
0 cancellations,94.5
0 cancellations,94.5
0 cancellations,126.0
0 cancellations,85.5
0 cancellations,85.5
0 cancellations,85.5
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,96.3
0 cancellations,137.7
0 cancellations,96.3
0 cancellations,96.3
0 cancellations,164.25
0 cancellations,93.08
0 cancellations,96.3
0 cancellations,107.1
0 cancellations,105.82
0 cancellations,80.75
0 cancellations,90.95
0 cancellations,76.58
0 cancellations,116.0
0 cancellations,98.6
0 cancellations,98.6
0 cancellations,113.04
0 cancellations,90.95
0 cancellations,100.84
0 cancellations,144.0
0 cancellations,130.05
0 cancellations,69.33
0 cancellations,90.95
0 cancellations,65.83
0 cancellations,127.8
0 cancellations,155.0
0 cancellations,73.37
0 cancellations,73.37
0 cancellations,73.37
0 cancellations,73.37
0 cancellations,85.0
0 cancellations,96.3
0 cancellations,260.4
0 cancellations,167.0
0 cancellations,112.2
0 cancellations,80.75
0 cancellations,186.3
0 cancellations,98.0
0 cancellations,107.1
0 cancellations,114.33
0 cancellations,75.0
0 cancellations,90.95
0 cancellations,85.0
0 cancellations,9.0
0 cancellations,95.0
0 cancellations,140.7
0 cancellations,99.0
0 cancellations,108.0
0 cancellations,131.0
0 cancellations,127.0
0 cancellations,130.5
0 cancellations,90.95
0 cancellations,79.56
0 cancellations,99.0
0 cancellations,119.0
0 cancellations,98.0
0 cancellations,197.33
0 cancellations,99.45
0 cancellations,139.95
0 cancellations,118.0
0 cancellations,127.8
0 cancellations,174.4
0 cancellations,73.92
0 cancellations,95.0
0 cancellations,94.0
0 cancellations,95.0
0 cancellations,80.0
0 cancellations,203.33
0 cancellations,90.95
0 cancellations,115.6
0 cancellations,89.0
0 cancellations,128.7
0 cancellations,94.5
0 cancellations,90.95
0 cancellations,102.0
0 cancellations,102.0
0 cancellations,90.95
0 cancellations,94.5
0 cancellations,89.0
0 cancellations,90.95
0 cancellations,89.0
0 cancellations,99.45
0 cancellations,96.3
0 cancellations,110.15
0 cancellations,215.0
0 cancellations,83.57
0 cancellations,85.0
0 cancellations,90.95
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,145.0
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,111.3
0 cancellations,99.45
0 cancellations,145.0
0 cancellations,85.0
0 cancellations,167.45
0 cancellations,99.45
0 cancellations,85.0
0 cancellations,69.99
0 cancellations,125.0
0 cancellations,105.3
0 cancellations,119.0
0 cancellations,207.0
0 cancellations,143.18
0 cancellations,135.0
0 cancellations,89.0
0 cancellations,99.45
0 cancellations,135.0
0 cancellations,127.0
0 cancellations,115.0
0 cancellations,115.0
0 cancellations,40.5
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,99.45
0 cancellations,85.0
0 cancellations,111.3
0 cancellations,96.3
0 cancellations,105.3
0 cancellations,99.0
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,96.3
0 cancellations,96.3
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,124.0
0 cancellations,72.76
0 cancellations,94.0
0 cancellations,96.3
0 cancellations,129.0
0 cancellations,80.0
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,90.95
0 cancellations,142.0
0 cancellations,89.0
0 cancellations,120.0
0 cancellations,115.0
0 cancellations,75.16
0 cancellations,106.2
0 cancellations,114.63
0 cancellations,115.75
0 cancellations,80.75
0 cancellations,126.0
0 cancellations,99.0
0 cancellations,90.56
0 cancellations,129.0
0 cancellations,95.0
0 cancellations,104.0
0 cancellations,71.0
0 cancellations,104.0
0 cancellations,137.0
0 cancellations,85.5
0 cancellations,118.33
0 cancellations,90.08
0 cancellations,81.08
0 cancellations,114.3
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,96.3
0 cancellations,190.0
0 cancellations,157.0
0 cancellations,265.0
0 cancellations,68.04
0 cancellations,68.04
0 cancellations,118.33
0 cancellations,138.5
0 cancellations,203.02
0 cancellations,93.17
0 cancellations,89.0
0 cancellations,101.0
0 cancellations,137.7
0 cancellations,77.77
0 cancellations,109.8
0 cancellations,142.2
0 cancellations,89.0
0 cancellations,134.0
0 cancellations,89.0
0 cancellations,143.0
0 cancellations,94.5
0 cancellations,80.75
0 cancellations,89.0
0 cancellations,114.0
0 cancellations,89.0
0 cancellations,119.0
0 cancellations,128.7
0 cancellations,116.0
0 cancellations,140.75
0 cancellations,152.0
0 cancellations,96.3
0 cancellations,173.12
0 cancellations,109.0
0 cancellations,119.0
0 cancellations,109.8
0 cancellations,69.1
0 cancellations,177.3
0 cancellations,99.0
0 cancellations,89.0
0 cancellations,90.95
0 cancellations,102.3
0 cancellations,102.3
0 cancellations,102.3
0 cancellations,102.3
0 cancellations,101.0
0 cancellations,101.0
0 cancellations,95.0
0 cancellations,90.95
0 cancellations,127.67
0 cancellations,80.0
0 cancellations,64.68
0 cancellations,99.0
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,90.0
