hotel,tipo,adr
City Hotel,work,90.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work+rest,89.76
City Hotel,work,115.0
City Hotel,work,149.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,3.0
City Hotel,work,90.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,90.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work+rest,152.15
City Hotel,work,115.0
City Hotel,work+rest,149.4
City Hotel,work+rest,226.95
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,90.0
City Hotel,work+rest,100.3
City Hotel,work,115.0
City Hotel,work,108.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,184.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,231.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,115.0
City Hotel,work,235.5
City Hotel,work,220.0
City Hotel,work+rest,100.3
City Hotel,work+rest,110.0
City Hotel,rest,95.0
City Hotel,work,124.04
City Hotel,work,110.11
City Hotel,work,114.73
City Hotel,work+rest,109.65
City Hotel,work,81.77
City Hotel,work,139.0
City Hotel,work,205.0
City Hotel,work+rest,101.4
City Hotel,work,159.0
City Hotel,work,235.0
City Hotel,work,159.0
City Hotel,work,159.0
City Hotel,work+rest,101.4
City Hotel,work+rest,179.0
City Hotel,work+rest,149.4
City Hotel,work+rest,149.4
City Hotel,work+rest,137.52
City Hotel,work,90.0
City Hotel,work,108.0
City Hotel,rest,155.77
City Hotel,work,159.0
City Hotel,work,149.0
City Hotel,work+rest,110.0
City Hotel,work+rest,110.0
City Hotel,work,108.0
City Hotel,work,159.0
City Hotel,rest,129.6
City Hotel,work,159.0
City Hotel,work,159.0
City Hotel,work,159.07
City Hotel,work+rest,106.24
City Hotel,work,179.0
City Hotel,work,120.0
City Hotel,work,125.1
City Hotel,work,130.0
City Hotel,work,184.0
City Hotel,work,159.0
City Hotel,work,130.0
City Hotel,work,169.0
City Hotel,work,178.0
City Hotel,work+rest,120.0
City Hotel,work,130.0
City Hotel,work,175.0
City Hotel,work,120.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,120.0
City Hotel,work,130.0
City Hotel,work,175.0
City Hotel,work,130.0
City Hotel,work,169.0
City Hotel,work,152.1
City Hotel,work,159.0
City Hotel,work,124.0
City Hotel,work+rest,129.6
City Hotel,work,240.3
City Hotel,work+rest,119.85
City Hotel,work,154.0
City Hotel,work,95.0
City Hotel,work,112.59
City Hotel,work,135.9
City Hotel,work+rest,145.8
City Hotel,work,125.1
City Hotel,work,159.0
City Hotel,work,174.67
City Hotel,work,152.1
City Hotel,work,159.0
City Hotel,work,135.2
City Hotel,work,159.0
City Hotel,work+rest,162.79
City Hotel,work,108.0
City Hotel,work+rest,126.9
City Hotel,work,100.0
City Hotel,work,139.5
City Hotel,work,100.0
City Hotel,work,106.28
City Hotel,work,124.2
City Hotel,work,106.2
City Hotel,work,159.0
City Hotel,work,90.95
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,149.0
City Hotel,work,80.75
City Hotel,work+rest,75.0
City Hotel,work,95.0
City Hotel,work,100.0
City Hotel,work,163.0
City Hotel,work,90.0
City Hotel,work,163.0
City Hotel,work,170.0
City Hotel,work,149.0
City Hotel,work,174.0
City Hotel,work,125.1
City Hotel,work,149.0
City Hotel,work,159.0
City Hotel,work,126.9
City Hotel,work,108.0
City Hotel,work,149.0
City Hotel,work,95.4
City Hotel,work,141.68
City Hotel,work,108.0
City Hotel,work+rest,168.3
City Hotel,work,108.0
City Hotel,work+rest,80.75
City Hotel,work,108.0
City Hotel,work,118.8
City Hotel,work,108.0
City Hotel,work,169.0
City Hotel,work,108.0
City Hotel,work,108.0
City Hotel,work+rest,96.88
City Hotel,work,139.0
City Hotel,work,104.64
City Hotel,work,139.5
City Hotel,work,128.0
City Hotel,work,108.0
City Hotel,work,108.0
City Hotel,work,118.8
City Hotel,work+rest,152.15
City Hotel,work,148.0
City Hotel,work,108.0
City Hotel,work,115.2
City Hotel,work,139.0
City Hotel,work,147.59
City Hotel,work,139.0
City Hotel,work,139.0
City Hotel,work,139.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,149.4
City Hotel,work+rest,108.0
City Hotel,work,139.13
City Hotel,work+rest,80.75
City Hotel,work+rest,80.75
City Hotel,work+rest,80.75
City Hotel,work+rest,80.75
City Hotel,work,117.33
City Hotel,work,116.1
City Hotel,work,179.0
City Hotel,work+rest,129.6
City Hotel,work,185.95
City Hotel,work,153.5
City Hotel,work,116.67
City Hotel,work+rest,178.42
City Hotel,work,116.1
City Hotel,work,102.41
City Hotel,work,167.2
City Hotel,work,249.0
City Hotel,work,147.59
City Hotel,work,108.0
City Hotel,work,149.0
City Hotel,work,126.9
City Hotel,work+rest,129.6
City Hotel,work,183.0
City Hotel,work,108.0
City Hotel,work+rest,120.0
City Hotel,work,207.9
City Hotel,work,149.4
City Hotel,work+rest,129.81
City Hotel,work,108.0
City Hotel,work,168.3
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,108.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,108.0
City Hotel,work,117.0
City Hotel,work,149.4
City Hotel,work,139.0
City Hotel,work,149.4
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,58.5
City Hotel,work,58.5
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,108.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,91.0
City Hotel,work,91.0
City Hotel,work,116.1
City Hotel,work,80.75
City Hotel,work,172.63
City Hotel,work,168.3
City Hotel,work,145.8
City Hotel,work,129.6
City Hotel,work,158.4
City Hotel,work,168.3
City Hotel,work,170.63
City Hotel,work,152.8
City Hotel,work,95.0
City Hotel,work,86.9
City Hotel,work,86.9
City Hotel,work,139.0
City Hotel,work,149.0
City Hotel,work,108.0
City Hotel,work,149.4
City Hotel,work,174.0
City Hotel,work,126.9
City Hotel,work,139.0
City Hotel,work,149.4
City Hotel,work,168.3
City Hotel,work,168.3
City Hotel,work,239.0
City Hotel,work,85.5
City Hotel,work,183.0
City Hotel,work,137.52
City Hotel,work,129.6
City Hotel,work,243.9
City Hotel,work,119.85
City Hotel,work,184.0
City Hotel,work,289.0
City Hotel,work,159.0
City Hotel,weekend,108.0
City Hotel,work,207.9
City Hotel,work,149.4
City Hotel,work,94.81
City Hotel,work,112.2
City Hotel,work,163.0
City Hotel,work,158.4
City Hotel,work,168.3
City Hotel,work,149.4
City Hotel,work,149.4
City Hotel,work+rest,94.81
City Hotel,work,189.0
City Hotel,work,168.3
City Hotel,work,161.33
City Hotel,work,100.29
City Hotel,work,159.0
City Hotel,work,100.29
City Hotel,work,149.4
City Hotel,weekend,125.1
City Hotel,work+rest,137.25
City Hotel,work,174.0
City Hotel,rest,149.4
City Hotel,work+rest,92.48
City Hotel,work+rest,149.4
City Hotel,weekend,135.9
City Hotel,work+rest,105.4
City Hotel,weekend,185.0
City Hotel,work+rest,80.75
City Hotel,work+rest,90.95
City Hotel,work+rest,80.75
City Hotel,work+rest,174.33
City Hotel,work+rest,115.6
City Hotel,work+rest,65.0
City Hotel,work+rest,95.0
City Hotel,work+rest,65.0
City Hotel,work+rest,155.67
City Hotel,work+rest,105.64
City Hotel,work+rest,154.0
City Hotel,work+rest,154.0
City Hotel,work+rest,126.0
City Hotel,work+rest,149.4
City Hotel,work+rest,65.0
City Hotel,work+rest,65.0
City Hotel,work+rest,70.0
City Hotel,work+rest,65.0
City Hotel,work+rest,80.75
City Hotel,work+rest,65.0
City Hotel,work+rest,65.0
City Hotel,work+rest,172.0
City Hotel,work+rest,89.75
City Hotel,weekend,172.0
City Hotel,work+rest,112.72
City Hotel,work+rest,75.0
City Hotel,work+rest,153.38
City Hotel,work+rest,75.0
City Hotel,work+rest,70.0
City Hotel,work+rest,70.0
City Hotel,work+rest,75.0
City Hotel,work+rest,75.0
City Hotel,work+rest,149.0
City Hotel,work+rest,147.2
City Hotel,work+rest,165.5
City Hotel,work+rest,126.9
City Hotel,work+rest,226.95
City Hotel,work+rest,75.0
City Hotel,work+rest,75.0
City Hotel,work+rest,65.0
City Hotel,work+rest,94.32
City Hotel,work+rest,65.0
City Hotel,work+rest,65.0
City Hotel,work+rest,108.99
City Hotel,work+rest,105.64
City Hotel,work+rest,109.29
City Hotel,work+rest,80.75
City Hotel,work+rest,158.4
City Hotel,weekend,85.5
City Hotel,work+rest,65.0
City Hotel,work+rest,85.5
City Hotel,work+rest,65.0
City Hotel,work+rest,113.34
City Hotel,work+rest,155.54
City Hotel,work+rest,191.73
City Hotel,work+rest,65.0
City Hotel,work+rest,168.3
City Hotel,work+rest,65.0
City Hotel,work+rest,137.7
City Hotel,work+rest,156.0
City Hotel,work+rest,145.0
City Hotel,work+rest,187.11
City Hotel,work+rest,80.75
City Hotel,work+rest,126.9
City Hotel,weekend,196.0
City Hotel,work+rest,128.0
City Hotel,weekend,139.13
City Hotel,work+rest,128.0
City Hotel,work+rest,128.0
City Hotel,work+rest,156.0
City Hotel,work+rest,128.0
City Hotel,work+rest,156.0
City Hotel,work+rest,137.52
City Hotel,weekend,139.13
City Hotel,work+rest,128.0
City Hotel,work+rest,128.0
City Hotel,work+rest,213.0
City Hotel,work+rest,156.0
City Hotel,weekend,85.0
City Hotel,work+rest,183.6
City Hotel,work+rest,128.0
City Hotel,work+rest,156.0
City Hotel,weekend,158.0
City Hotel,work+rest,128.0
City Hotel,work+rest,128.0
City Hotel,weekend,139.13
City Hotel,work+rest,144.0
City Hotel,weekend,119.0
City Hotel,work+rest,207.9
City Hotel,weekend,95.0
City Hotel,weekend,102.68
City Hotel,weekend,104.0
City Hotel,weekend,149.0
City Hotel,weekend,102.68
City Hotel,weekend,123.7
City Hotel,work+rest,85.5
City Hotel,work+rest,154.0
City Hotel,weekend,187.0
City Hotel,weekend,174.0
City Hotel,weekend,162.0
City Hotel,weekend,125.1
City Hotel,weekend,162.0
City Hotel,weekend,94.5
City Hotel,work+rest,149.4
City Hotel,work+rest,149.4
City Hotel,weekend,125.1
City Hotel,work+rest,169.0
City Hotel,weekend,183.1
City Hotel,work+rest,156.0
City Hotel,weekend,148.13
City Hotel,work+rest,80.75
City Hotel,work+rest,95.0
City Hotel,weekend,115.2
City Hotel,weekend,115.2
City Hotel,weekend,159.0
City Hotel,weekend,248.49
City Hotel,weekend,124.25
City Hotel,weekend,103.0
City Hotel,weekend,134.1
City Hotel,work+rest,105.0
City Hotel,work+rest,147.1
City Hotel,work+rest,96.3
City Hotel,weekend,149.0
City Hotel,weekend,270.0
City Hotel,work+rest,118.8
City Hotel,work+rest,95.0
City Hotel,work,152.2
City Hotel,work,122.4
City Hotel,work+rest,95.0
City Hotel,work+rest,159.3
City Hotel,work+rest,135.15
City Hotel,work+rest,85.5
City Hotel,work,85.0
City Hotel,work+rest,95.0
City Hotel,work,190.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work+rest,171.33
City Hotel,work+rest,162.33
City Hotel,work,85.0
City Hotel,work+rest,90.95
City Hotel,work+rest,90.95
City Hotel,work+rest,129.7
City Hotel,work+rest,160.0
City Hotel,work,169.0
City Hotel,work+rest,119.0
City Hotel,work+rest,177.3
City Hotel,work+rest,185.0
City Hotel,work+rest,181.38
City Hotel,work+rest,119.85
City Hotel,work+rest,80.75
City Hotel,work+rest,159.0
City Hotel,work+rest,194.0
City Hotel,work+rest,118.8
City Hotel,work,275.0
City Hotel,work+rest,142.33
City Hotel,work,125.1
City Hotel,work+rest,137.38
City Hotel,work+rest,168.0
City Hotel,work+rest,125.1
City Hotel,work+rest,95.0
City Hotel,work,70.0
City Hotel,work,125.0
City Hotel,work,210.0
City Hotel,rest,119.85
City Hotel,work+rest,95.0
City Hotel,work+rest,149.4
City Hotel,work,95.0
City Hotel,work,119.0
City Hotel,work+rest,171.33
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work+rest,85.5
City Hotel,work,180.0
City Hotel,work+rest,126.9
City Hotel,work,275.0
City Hotel,work,230.0
City Hotel,work+rest,80.75
City Hotel,work+rest,149.0
City Hotel,work+rest,162.5
City Hotel,work,95.0
City Hotel,work,130.94
City Hotel,work+rest,95.0
City Hotel,work+rest,80.75
City Hotel,work+rest,95.0
City Hotel,work,139.0
City Hotel,work,148.0
City Hotel,work+rest,149.0
City Hotel,work+rest,128.28
City Hotel,work+rest,80.75
City Hotel,work,95.0
City Hotel,work,179.0
City Hotel,work+rest,95.0
City Hotel,work,110.12
City Hotel,work+rest,158.4
City Hotel,work,139.0
City Hotel,work+rest,85.5
City Hotel,work+rest,80.75
City Hotel,work,95.0
City Hotel,work+rest,125.1
City Hotel,work,129.0
City Hotel,work+rest,238.15
City Hotel,work,159.0
City Hotel,work,98.0
City Hotel,work+rest,137.53
City Hotel,work+rest,135.9
City Hotel,work,169.0
City Hotel,work+rest,139.0
City Hotel,work+rest,80.75
City Hotel,work+rest,162.33
City Hotel,work,125.0
City Hotel,work,119.2
City Hotel,work,139.0
City Hotel,work,119.2
City Hotel,work,85.5
City Hotel,work+rest,144.9
City Hotel,work,95.0
City Hotel,work,85.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work,95.0
City Hotel,work+rest,95.9
City Hotel,work+rest,119.0
City Hotel,work+rest,110.0
City Hotel,work,194.85
City Hotel,work+rest,119.52
City Hotel,work+rest,119.52
City Hotel,work+rest,130.5
City Hotel,work,115.04
City Hotel,work,115.04
City Hotel,work+rest,87.67
City Hotel,work+rest,232.33
City Hotel,work+rest,81.0
City Hotel,work+rest,81.0
City Hotel,work+rest,85.0
City Hotel,rest,149.4
City Hotel,work,201.16
City Hotel,work+rest,185.0
City Hotel,work+rest,110.0
City Hotel,work,70.0
City Hotel,work+rest,122.0
City Hotel,work+rest,108.11
City Hotel,work+rest,161.1
City Hotel,work+rest,149.4
City Hotel,work+rest,96.3
City Hotel,work+rest,149.4
City Hotel,work+rest,137.7
City Hotel,work,175.0
City Hotel,work+rest,144.0
City Hotel,work+rest,80.75
City Hotel,work+rest,119.85
City Hotel,work+rest,119.85
City Hotel,work+rest,144.0
City Hotel,work+rest,144.0
City Hotel,work,248.0
City Hotel,work+rest,144.0
City Hotel,work+rest,144.0
City Hotel,work,101.33
City Hotel,work+rest,144.0
City Hotel,work+rest,116.1
City Hotel,work+rest,144.0
City Hotel,work+rest,119.0
City Hotel,work+rest,107.0
City Hotel,work+rest,95.0
City Hotel,work+rest,80.75
City Hotel,work+rest,143.1
City Hotel,work+rest,144.0
City Hotel,work+rest,144.0
City Hotel,work+rest,144.0
City Hotel,work+rest,80.75
City Hotel,work+rest,144.0
City Hotel,work+rest,85.5
City Hotel,work+rest,144.0
City Hotel,work+rest,90.95
City Hotel,work+rest,144.0
City Hotel,work+rest,144.0
City Hotel,work,117.9
City Hotel,work+rest,80.75
City Hotel,work+rest,80.75
City Hotel,work+rest,149.4
City Hotel,work+rest,101.15
City Hotel,work,89.75
City Hotel,work+rest,149.4
City Hotel,work+rest,149.4
City Hotel,work+rest,110.0
City Hotel,work+rest,110.0
City Hotel,work,224.1
City Hotel,work,224.1
City Hotel,work,120.0
City Hotel,work,67.0
City Hotel,work,169.38
City Hotel,work,169.38
City Hotel,work+rest,168.3
City Hotel,work,166.25
City Hotel,work+rest,143.1
City Hotel,work,188.0
City Hotel,work,153.62
City Hotel,work+rest,168.3
City Hotel,work,125.1
City Hotel,work,194.0
City Hotel,work,175.0
City Hotel,work+rest,181.79
City Hotel,work+rest,181.79
City Hotel,work,210.0
City Hotel,work,179.38
City Hotel,work+rest,53.95
City Hotel,work,101.33
City Hotel,work,175.0
City Hotel,work+rest,119.0
City Hotel,work,185.0
City Hotel,work,101.52
City Hotel,work,101.52
City Hotel,work+rest,152.15
City Hotel,work,107.0
City Hotel,work,101.52
City Hotel,work,159.0
City Hotel,work+rest,95.88
City Hotel,work,101.52
City Hotel,work,107.0
City Hotel,work,149.4
City Hotel,work,185.0
City Hotel,work+rest,153.0
City Hotel,work,230.0
City Hotel,work,250.0
City Hotel,work,190.0
City Hotel,work,119.2
City Hotel,work,115.04
City Hotel,work,184.0
City Hotel,work,126.9
City Hotel,work,195.0
City Hotel,work,158.4
City Hotel,work+rest,78.54
City Hotel,work,184.0
City Hotel,work,194.0
City Hotel,work,184.0
City Hotel,work,135.9
City Hotel,work,112.88
City Hotel,work+rest,150.45
City Hotel,work+rest,149.4
City Hotel,work,124.04
City Hotel,work,115.04
City Hotel,work+rest,149.4
City Hotel,work,150.0
City Hotel,work,149.0
City Hotel,work,140.0
City Hotel,work+rest,143.1
City Hotel,work,149.38
City Hotel,work+rest,149.4
City Hotel,work,210.0
City Hotel,work,161.7
City Hotel,work,155.81
City Hotel,work,137.7
City Hotel,work+rest,149.4
City Hotel,work+rest,169.0
City Hotel,work,194.0
City Hotel,work+rest,134.5
City Hotel,work,155.68
City Hotel,work,155.68
City Hotel,work+rest,149.4
City Hotel,work,149.0
City Hotel,work,168.3
City Hotel,work,129.56
City Hotel,work,168.3
City Hotel,work+rest,87.72
City Hotel,work+rest,156.15
City Hotel,work,173.55
City Hotel,work+rest,114.69
City Hotel,work,95.0
City Hotel,work+rest,100.3
City Hotel,work+rest,100.3
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,85.67
City Hotel,work,101.33
City Hotel,work,85.67
City Hotel,work,101.33
City Hotel,work,107.0
City Hotel,work,107.0
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,85.67
City Hotel,work,101.33
City Hotel,work,101.33
City Hotel,work,85.67
City Hotel,work,198.0
City Hotel,work,135.9
City Hotel,work,101.52
City Hotel,work,135.9
City Hotel,work,169.0
City Hotel,work,97.92
City Hotel,work,117.0
City Hotel,work+rest,91.12
City Hotel,work,117.0
City Hotel,work+rest,91.12
City Hotel,work,117.0
City Hotel,work,169.0
City Hotel,work,96.0
City Hotel,work,90.0
City Hotel,work,96.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,96.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,58.5
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,81.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,117.0
City Hotel,work,85.0
City Hotel,work,117.0
City Hotel,work,129.6
City Hotel,work,134.1
City Hotel,work,134.1
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,116.33
City Hotel,work,116.33
City Hotel,work,95.67
City Hotel,work,102.1
City Hotel,work,57.5
City Hotel,work,57.5
City Hotel,work,130.13
City Hotel,work,95.67
City Hotel,work,159.3
City Hotel,work+rest,141.84
City Hotel,work,123.8
City Hotel,work,163.8
City Hotel,work,179.63
City Hotel,work,163.8
City Hotel,work,123.8
City Hotel,work,158.0
City Hotel,work,129.6
City Hotel,work,95.67
City Hotel,work,123.8
City Hotel,work,163.8
City Hotel,work,163.8
City Hotel,work,148.13
City Hotel,work,95.67
City Hotel,work,147.6
City Hotel,work,163.8
City Hotel,work,163.8
City Hotel,work,163.8
City Hotel,work,104.88
City Hotel,work,116.33
City Hotel,work,128.8
City Hotel,work,128.8
City Hotel,work,163.8
City Hotel,work,128.8
City Hotel,work,163.8
City Hotel,work,147.6
City Hotel,work,295.0
City Hotel,work,162.0
City Hotel,weekend,162.0
City Hotel,work,162.0
City Hotel,work,162.0
City Hotel,work,163.8
City Hotel,work,139.13
City Hotel,work,149.0
City Hotel,work,57.5
City Hotel,work,129.6
City Hotel,work,128.8
City Hotel,work,162.0
City Hotel,work+rest,139.5
City Hotel,work,162.0
City Hotel,work,162.0
City Hotel,work,95.67
City Hotel,work,218.72
City Hotel,work+rest,166.78
City Hotel,work,170.0
City Hotel,work,123.62
City Hotel,work,116.33
City Hotel,work,116.33
City Hotel,work,116.33
City Hotel,work,58.17
City Hotel,work,116.33
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,116.33
City Hotel,work,95.67
City Hotel,work,116.33
City Hotel,work,116.33
City Hotel,work,116.33
City Hotel,work,116.33
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,95.67
City Hotel,work,234.0
City Hotel,work+rest,220.53
City Hotel,work+rest,150.5
City Hotel,weekend,99.0
City Hotel,weekend,99.0
City Hotel,work+rest,157.94
City Hotel,work+rest,109.65
City Hotel,work+rest,162.45
City Hotel,work+rest,70.0
City Hotel,weekend,85.5
City Hotel,work+rest,87.67
City Hotel,work+rest,87.67
City Hotel,work+rest,70.0
City Hotel,work+rest,134.1
City Hotel,work+rest,118.96
City Hotel,work+rest,78.0
City Hotel,work+rest,169.0
City Hotel,work+rest,78.0
City Hotel,work+rest,78.0
City Hotel,work+rest,80.75
City Hotel,work+rest,78.0
City Hotel,work+rest,117.81
City Hotel,work+rest,83.0
City Hotel,work+rest,143.55
City Hotel,work+rest,239.0
City Hotel,work+rest,78.0
City Hotel,work+rest,84.0
City Hotel,work+rest,78.0
City Hotel,work+rest,234.35
City Hotel,weekend,129.7
City Hotel,weekend,127.8
City Hotel,weekend,129.7
City Hotel,work+rest,78.0
City Hotel,weekend,87.01
City Hotel,weekend,129.7
City Hotel,weekend,129.7
City Hotel,work+rest,159.3
City Hotel,work+rest,77.23
City Hotel,weekend,129.0
City Hotel,weekend,129.0
City Hotel,work+rest,77.23
City Hotel,weekend,129.7
City Hotel,weekend,138.7
City Hotel,work+rest,78.0
City Hotel,work+rest,78.0
City Hotel,work+rest,78.0
City Hotel,weekend,129.7
City Hotel,weekend,160.0
City Hotel,weekend,129.7
City Hotel,work+rest,39.0
City Hotel,weekend,104.0
City Hotel,weekend,129.7
City Hotel,weekend,95.0
City Hotel,work+rest,159.3
City Hotel,weekend,130.0
City Hotel,work+rest,139.0
City Hotel,work+rest,139.0
City Hotel,work+rest,96.33
City Hotel,weekend,129.7
City Hotel,weekend,129.7
City Hotel,weekend,72.07
City Hotel,work+rest,163.0
City Hotel,work+rest,176.0
City Hotel,work+rest,180.0
City Hotel,work+rest,139.0
City Hotel,work+rest,139.0
City Hotel,work+rest,77.23
City Hotel,work+rest,198.0
City Hotel,work+rest,135.9
City Hotel,work+rest,107.03
City Hotel,work+rest,176.0
City Hotel,work+rest,162.0
City Hotel,work+rest,162.0
City Hotel,weekend,117.0
City Hotel,weekend,115.0
City Hotel,weekend,162.0
City Hotel,weekend,104.0
City Hotel,weekend,99.0
City Hotel,weekend,99.0
City Hotel,weekend,99.0
City Hotel,work+rest,95.0
City Hotel,weekend,85.5
City Hotel,weekend,99.0
City Hotel,weekend,195.0
City Hotel,weekend,118.58
City Hotel,work+rest,139.0
City Hotel,work+rest,121.5
City Hotel,work+rest,126.9
City Hotel,weekend,160.0
City Hotel,weekend,160.0
City Hotel,weekend,80.75
City Hotel,weekend,109.1
City Hotel,weekend,65.0
City Hotel,work,67.0
City Hotel,weekend,67.0
City Hotel,weekend,67.0
City Hotel,weekend,117.0
City Hotel,weekend,117.0
City Hotel,weekend,195.0
City Hotel,weekend,99.1
City Hotel,weekend,109.1
City Hotel,weekend,90.09
City Hotel,work+rest,150.63
City Hotel,weekend,99.0
City Hotel,weekend,106.65
City Hotel,work+rest,96.9
City Hotel,work+rest,96.9
City Hotel,weekend,84.0
City Hotel,work,75.0
City Hotel,weekend,133.0
City Hotel,weekend,85.5
City Hotel,weekend,85.5
City Hotel,weekend,95.0
City Hotel,weekend,91.48
City Hotel,weekend,91.48
City Hotel,weekend,195.0
City Hotel,weekend,195.0
City Hotel,weekend,107.03
City Hotel,work+rest,126.9
City Hotel,work+rest,129.0
City Hotel,weekend,85.5
City Hotel,weekend,145.0
City Hotel,work+rest,139.0
City Hotel,work+rest,154.93
City Hotel,work+rest,80.75
City Hotel,work,126.0
City Hotel,work+rest,154.93
City Hotel,work,100.37
City Hotel,work+rest,159.0
City Hotel,work+rest,166.25
City Hotel,work+rest,117.0
City Hotel,work+rest,129.6
City Hotel,work+rest,129.6
City Hotel,work+rest,99.0
City Hotel,work+rest,82.23
City Hotel,work+rest,117.0
City Hotel,work,150.0
City Hotel,work+rest,228.6
City Hotel,work+rest,119.85
City Hotel,rest,116.62
City Hotel,work+rest,161.5
City Hotel,work+rest,117.0
City Hotel,work+rest,117.0
City Hotel,work+rest,148.0
City Hotel,work+rest,139.0
City Hotel,work,160.0
City Hotel,work+rest,111.67
City Hotel,work+rest,129.0
City Hotel,work,160.0
City Hotel,work,160.0
City Hotel,work,160.0
City Hotel,work+rest,170.0
City Hotel,work+rest,135.9
City Hotel,work+rest,180.0
City Hotel,work,205.0
City Hotel,work,160.0
City Hotel,work+rest,149.4
City Hotel,work+rest,129.0
City Hotel,work+rest,139.0
City Hotel,work+rest,129.6
City Hotel,work+rest,129.6
City Hotel,work+rest,108.0
City Hotel,work+rest,195.0
City Hotel,work+rest,149.4
City Hotel,work+rest,129.6
City Hotel,work,115.0
City Hotel,work+rest,117.0
City Hotel,work+rest,120.0
City Hotel,work+rest,139.8
City Hotel,work+rest,119.0
City Hotel,work+rest,117.0
City Hotel,work,190.0
City Hotel,work+rest,139.0
City Hotel,work+rest,147.25
City Hotel,work,125.1
City Hotel,work,75.0
City Hotel,work,75.0
City Hotel,work,75.0
City Hotel,work,160.0
City Hotel,work,160.0
City Hotel,work,72.07
City Hotel,work+rest,107.41
City Hotel,work,76.5
City Hotel,work+rest,116.0
City Hotel,work+rest,101.2
City Hotel,work,160.0
City Hotel,work+rest,151.2
City Hotel,work,166.25
City Hotel,work,138.99
City Hotel,work+rest,92.25
City Hotel,work,115.04
City Hotel,work,101.18
City Hotel,work+rest,67.91
City Hotel,work+rest,86.0
City Hotel,work,133.0
City Hotel,work,115.04
City Hotel,work+rest,86.0
City Hotel,work+rest,86.0
City Hotel,work,176.33
City Hotel,work,115.04
City Hotel,work+rest,93.6
City Hotel,work+rest,67.91
City Hotel,work,78.31
City Hotel,work,125.4
City Hotel,work,205.0
City Hotel,work,126.28
